Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:25 AM,Unnamed: 8
3/21/23 - 3/21/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,270.50",$75.54,$0.00,$250.84,$30.00,"$1,626.88",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,35,25,90.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,18,1288.66,250.84,0,0.20604228614611225,,1539.5
,Gift Card,2,32.5,0,0,0,,32.5
,Cash,4,54.88,0,0,0,,54.88
,Other,,,,,,,
,Total,24,1376.04,250.84,0,0.20091309571485783,,1626.88
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,242.74,53.25,0,0.23253275109170304,,295.99
,Discover,1,150.52,30,0,0.2112676056338028,,180.52
,Mastercard,5,201.72,25.54,0,0.13302083333333334,,227.26
,Visa,10,693.68,142.05,0,0.21706243696708538,,835.73
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,6,10,250,0,250,15,
,Breads,3,3,24,12.5,11.5,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,2,4,18,0,18,1.08,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,,,,,,,
,Entrees,3,4,116,0,116,6.96,
,Starters,9,12,149,12,137,8.22,
,White Wine,6,11,157,0,157,9.42,
,Red Wine,5,8,130,0,130,7.8,
,Beer,7,11,68,0,68,4.08,
,Spirits,2,6,81,0,81,4.86,
,Salads,5,6,89,0,89,5.34,
,Pasta,2,3,66,66,0,0,
,Pizza,7,7,201,0,201,12.06,
,No Category,0,,,,0,0,
,Total,,,1361,90.5,1270.5,75.54 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,8,50,777,0,777,46.62,
,Bar,7,24,370,0,370,22.2,
,Online Ordering,1,1,39,0,39,2.34,
,No Revenue Center,7,11,175,90.5,84.5,4.38,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,22,1163.5,,,,,
,Takeout,1,39,,,,,
,Take Out,2,68,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,75.54,1259,,,,
,Non Taxable,4,,11.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,2,88,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,4,$189.00,,,,,
,Dinner,21,"$1,081.50",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$5.50,1,1,0.4%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$54.88,,,,,
,Cash Adjustments,,$11.18,,,,,
,Cash before Tipouts,,$66.06,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$250.84,,,,,
,Total Cash,,$66.06,,,,,
