Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:39 PM,Unnamed: 8
4/6/23 - 4/6/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,605.26",$10.70,$0.00,$154.17,$500.00,"$3,270.13",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,108,116,393.52,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,62,1700.92,175.27,0,0.10107260250273918,,1876.19
,Gift Card,35,342.5,0,0,0,,342.5
,Cash,21,270.36,0,0,0,,270.36
,Other,1,983.08,0,0,0,,983.08
,Total,119,3296.86,175.27,0,0.057283768237201285,,3472.13
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,44.59,4.51,0,0.10226757369614511,,49.1
,Discover,1,2.9,1.35,0,0.15000000000000002,,4.25
,Mastercard,21,577.62,68.69,0,0.11822719449225473,,646.31
,Visa,36,1075.81,100.72,0,0.09156363636363636,,1176.53
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,983.08,0,0,0,,983.08
,,,,,,,,
,,,,,,,Paid In Total,$295.86
,,,,,,,,
,,,,,,,Deposit Sales Collected,$93.86
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,3,4,46,2.92,43.08,2.59,
,Wholesale,1,329,983.08,0,983.08,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,44,109,687,126.38,560.62,0,
,"Cookies, Bars & Tarts",16,23,118,22.88,95.12,0,
,Cakes,2,2,88,0,88,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,6,90,51.02,38.98,2.34,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,9,136,0,136,0,
,Cold Drinks,3,3,13.2,4.1,9.1,0.55,
,Catering,,,,,,,
,Coffee Bar,19,19,90.5,3.5,87,5.22,
,Breads,61,107,747,182.72,564.28,0,
,No Category,0,,,,0,0,
,Total,,,2998.78,393.52,2605.26,10.70 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,113,611,2998.78,393.52,2605.26,10.7,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,9,262.26,,,,,
,Takeout,107,2343,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.7,178.16,,,,
,Non Taxable,105,,2427.1,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,28,,,,,
,Comp Item,2,18,,,,,
,Rebel Bread,29,82,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,44,,,,,
,Comp Check,1,69.1,,,,,
,Pastry Waste,1,73,,,,,
,Reward Dollars,7,74.42,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,112,"$1,582.68",,,,,
,No Service,4,"$1,022.58",,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$270.36,,,,,
,Cash Adjustments,,$0.18,,,,,
,Cash before Tipouts,,$270.54,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$175.27,,,,,
,Total Cash,,$270.54,,,,,
