Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:38 PM,Unnamed: 8
3/8/23 - 3/8/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,439.00",$86.22,$0.00,$198.00,$0.00,"$1,723.22",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,30,26,102,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,21,1449.96,198,0,0.14473684210526316,,1647.96
,Cash,3,75.26,0,0,0,,75.26
,Other,,,,,,,
,Total,24,1525.22,198,0,0.14473684210526316,,1723.22
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,129.32,5,0,0.040983606557377046,,134.32
,Discover,1,96.34,18.2,0,0.19999999999999998,,114.54
,Mastercard,9,691.12,79,0,0.12116564417177914,,770.12
,Visa,9,533.18,95.8,0,0.1904572564612326,,628.98
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,14,25,639,0,639,38.34,
,Breads,,,,,,,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,3,12,0,12,0.72,
,Coffee Bar,1,1,3,0,3,0.18,
,Zero Proof- Bar,,,,,,,
,Entrees,,,,,,,
,Starters,5,6,70,15,55,3.3,
,White Wine,3,3,53,0,53,3.18,
,Red Wine,4,5,114,0,114,6.84,
,Beer,10,12,71,6,65,3.9,
,Spirits,4,5,72,0,72,4.32,
,Salads,4,4,63,0,63,3.78,
,Pasta,7,10,185,52,133,7.98,
,Pizza,8,9,245,29,216,12.96,
,No Category,1,1,2,0,2,0,
,Total,,,1541,102,1439,86.22 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,9,37,642,0,642,38.4,
,Bar,8,27,490,21,469,28.14,
,Online Ordering,3,10,196,0,196,11.76,
,No Revenue Center,6,11,213,81,132,7.92,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,23,1243,,,,,
,Takeout,3,196,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,86.22,1437,,,,
,Non Taxable,4,,2,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,2,21,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,2,81,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,2,$34.00,,,,,
,Dinner,24,"$1,405.00",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$75.26,,,,,
,Cash Adjustments,,-$58.26,,,,,
,Cash before Tipouts,,$17.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$198.00,,,,,
,Total Cash,,$17.00,,,,,
