Sales Summary Export,,,,,,,Generated 5/19/23 6:46 PM,
1/19/23 - 1/19/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,644.91",$9.25,$0.00,$71.43,$300.00,"$2,025.59",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,72,76,281.6,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,37,991.97,71.43,0,0.0725582812738077,,1063.4
,Gift Card,23,227.5,0,0,0,,227.5
,Cash,17,216.19,0,0,0,,216.19
,Other,1,620.26,0,0,0,,620.26
,Total,78,2055.92,71.43,0,0.0389857057870004,,2127.35
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,64.14,5.6,0,0.0888888888888889,,69.74
,Mastercard,14,454.09,29.28,0,0.065894002475526,,483.37
,Visa,19,473.74,36.55,0,0.0766086774261161,,510.29
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,620.26,0,0,0,,620.26
,,,,,,,,
,,,,,,,Paid In Total,$101.76
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,2,14,0,14,0,
,Wholesale,1,313,620.26,0,620.26,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,32,83,432,94,338,0,
,"Cookies, Bars & Tarts",15,32,138,3,135,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,7,111,0,111,6.66,
,Cold Sandwiches,2,2,26,14,12,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,4,5,59,0,59,0,
,Cold Drinks,3,3,15.1,0,15.1,0.36,
,Catering,,,,,,,
,Coffee Bar,8,9,37.15,0,37.15,2.23,
,Breads,34,73,474,170.6,303.4,0,
,No Category,0,,,,0,0,
,Total,,,1926.51,281.6,1644.91,9.25 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,73,529,1926.51,281.6,1644.91,9.25,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,6,123.7,,,,,
,Takeout,70,1521.21,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,9.25,154.15,,,,
,Non Taxable,71,,1490.76,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,14,,,,,
,Rebel Bread,20,57.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,94,,,,,
,Food Waste,1,14,,,,,
,Pastry Waste,1,89,,,,,
,Reward Dollars,1,5.1,,,,,
,Shift Meal,1,8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,74,"$1,024.65",,,,,
,No Service,2,$620.26,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.88,1,1,0.1%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$216.19,,,,,
,Cash Adjustments,,$0.28,,,,,
,Cash before Tipouts,,$216.47,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$71.43,,,,,
,Total Cash,,$216.47,,,,,
