Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:30 AM,Unnamed: 8
3/31/23 - 3/31/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,606.30",$95.77,$0.00,$284.67,$0.00,"$1,986.74",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,36,26,26.7,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,29,1667.83,284.67,0,0.1802051022346015,,1952.5
,Gift Card,1,30,0,0,0,,30
,Cash,1,4.24,0,0,0,,4.24
,Other,,,,,,,
,Total,31,1702.07,284.67,0,0.17703358208955225,,1986.74
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,85.86,15.38,0,0.18987654320987654,,101.24
,Mastercard,10,618.43,126.75,0,0.21493979989825332,,745.18
,Visa,17,963.54,142.54,0,0.1568096809680968,,1106.08
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,3,8,200,0,200,12,
,Breads,1,1,10,0,10,0,
,Desserts,3,3,36,0,36,2.16,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,3,14,0,14,0.84,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,2,4,52,0,52,3.12,
,Entrees,1,1,29,0,29,1.74,
,Starters,9,16,166,0,166,9.96,
,White Wine,3,5,60,0,60,3.6,
,Red Wine,3,4,48,0,48,2.88,
,Beer,10,17,102,0,102,6.12,
,Spirits,5,7,105,0,105,6.3,
,Salads,9,9,133,22.82,110.18,6.61,
,Pasta,7,9,149,3.88,145.12,8.7,
,Pizza,16,19,529,0,529,31.74,
,No Category,0,,,,0,0,
,Total,,,1633,26.7,1606.3,95.77 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,7,54,766,0,766,45.96,
,Bar,7,28,411,0,411,24.66,
,Online Ordering,4,9,173,0,173,10.38,
,No Revenue Center,8,15,283,26.7,256.3,14.77,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,16,1210,,,,,
,Takeout,4,173,,,,,
,Take Out,6,223.3,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,95.77,1596.3,,,,
,Non Taxable,2,,10,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,5.7,,,,,
,Shift Meal,1,21,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,5,$319.00,,,,,
,Dinner,21,"$1,287.30",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$52.00,1,3,3.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$4.24,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$4.24,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$284.67,,,,,
,Total Cash,,$4.24,,,,,
