Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:22 AM,Unnamed: 8
3/15/23 - 3/15/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,244.73",$28.48,$0.00,$74.15,$0.00,"$1,347.36",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,79,82,310.77,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,47,889.43,74.15,0,0.08345807962002094,,963.58
,Gift Card,12,104.5,0,0,0,,104.5
,Cash,23,289.28,0,0,0,,289.28
,Other,,,,,,,
,Total,82,1283.21,74.15,0,0.07467496500397797,,1357.36
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,98.16,16.22,0,0.1696652719665272,,114.38
,Discover,1,7.5,0,0,0,,7.5
,Mastercard,11,199.02,13.85,0,0.06785889269965703,,212.87
,Visa,31,584.75,44.08,0,0.07750057140847794,,628.83
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$10.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,31,42,310,81.9,228.1,0,
,Breakfast Pastry,41,85,535,166.75,368.25,0,
,Breakfast Sandwiches,9,11,153,28,125,7.5,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,17,22,103,1.5,101.5,6.07,
,Cold Drinks,8,11,50.5,13.2,37.3,1.35,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",14,31,164,5.42,158.58,0,
,Hot Sandwiches,9,15,234,14,220,13.2,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,1,1,6,0,6,0.36,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1555.5,310.77,1244.73,28.48 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,,,,,,,
,No Revenue Center,82,218,1555.5,310.77,1244.73,28.48,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,19,375.1,,,,,
,Takeout,63,869.63,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,28.48,474.8,,,,
,Non Taxable,68,,769.93,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Rebel Bread,11,29.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,38,,,,,
,Pastry Waste,1,132,,,,,
,Reward Dollars,2,20.17,,,,,
,Shift Meal,1,81.2,,,,,
,Teachers 20%,1,2.9,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,28,$376.33,,,,,
,Dinner,3,$11.50,,,,,
,Lunch,47,$797.80,,,,,
,No Service,4,$59.10,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$289.28,,,,,
,Cash Adjustments,,-$3.14,,,,,
,Cash before Tipouts,,$286.14,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$74.15,,,,,
,Total Cash,,$286.14,,,,,
