Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:38 PM,Unnamed: 8
3/6/23 - 3/6/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,534.68",$7.38,$0.00,$111.03,$450.00,"$2,103.09",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,96,105,633.7,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,54,1241.62,111.03,0,0.08716439001413095,,1352.65
,Gift Card,30,236.5,0,0,0,,236.5
,Cash,20,228.31,0,0,0,,228.31
,Other,1,285.63,0,0,0,,285.63
,Total,105,1992.06,111.03,0,0.06182312228204885,,2103.09
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,207,1.05,0,0.0050724637681159425,,208.05
,Mastercard,26,408.22,67.96,0,0.1558358174730566,,476.18
,Visa,25,626.4,42.02,0,0.06662438560329792,,668.42
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,285.63,0,0,0,,285.63
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,53,285.63,0,285.63,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,42,109,572,102.63,469.37,0,
,"Cookies, Bars & Tarts",13,44,169,40.55,128.45,0,
,Cakes,1,1,30,0,30,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,6,90,30,60,3.6,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,7,100,9.3,90.7,0,
,Cold Drinks,4,4,18.1,5,13.1,0.24,
,Catering,,,,,,,
,Coffee Bar,13,14,63.65,4.62,59.03,3.54,
,Breads,51,109,840,441.6,398.4,0,
,No Category,0,,,,0,0,
,Total,,,2168.38,633.7,1534.68,7.38 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,100,347,2168.38,633.7,1534.68,7.38,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,5,126.25,,,,,
,Takeout,100,1408.43,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,7.38,123.03,,,,
,Non Taxable,96,,1411.65,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,11,24,,,,,
,Rebel Bread,23,60.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,4,6.6,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,184,,,,,
,Pastry Waste,1,100,,,,,
,Product Donation,1,130,,,,,
,Reward Dollars,5,62.9,,,,,
,Shift Meal,1,57,,,,,
,Teachers 20%,2,3.7,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,101,"$1,223.55",,,,,
,No Service,4,$311.13,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$16.00,1,2,1.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$228.31,,,,,
,Cash Adjustments,,$0.66,,,,,
,Cash before Tipouts,,$228.97,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$111.03,,,,,
,Total Cash,,$228.97,,,,,
