Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:37 PM,Unnamed: 8
3/5/23 - 3/5/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,176.98",$67.81,$0.00,$256.91,$0.00,"$2,501.70",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,106,110,321.32,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,81,1914.32,256.91,0,0.13770904802744427,,2171.23
,Gift Card,7,79.5,0,0,0,,79.5
,Cash,20,250.97,0,0,0,,250.97
,Other,,,,,,,
,Total,108,2244.79,256.91,0,0.13209079924933803,,2501.7
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,121.07,13.5,0,0.1148936170212766,,134.57
,Discover,1,50.26,5,0,0.10526315789473684,,55.26
,Mastercard,34,778.24,119.13,0,0.1590053655802034,,897.37
,Visa,42,964.75,119.28,0,0.12537576993420085,,1084.03
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,25,54,294.5,72.5,222,0,
,Breakfast Pastry,63,147,784,192.64,591.36,0,
,Breakfast Sandwiches,24,35,491,21.6,469.4,28.16,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,45,61,306.7,3.93,302.77,17.81,
,Cold Drinks,14,17,75.1,5.82,69.28,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",24,37,167,8.83,158.17,0,
,Hot Sandwiches,16,23,356,16,340,20.4,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,2,4,24,0,24,1.44,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2498.3,321.32,2176.98,67.81 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,8,63.9,0,63.9,2.69,
,No Revenue Center,108,370,2434.4,321.32,2113.08,65.12,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,44,1062.48,,,,,
,Takeout,66,1114.5,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,67.81,1130.17,,,,
,Non Taxable,92,,1046.81,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,4,,,,,
,Rebel Bread,8,23.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,28,,,,,
,Pastry Waste,2,188,,,,,
,Reward Dollars,2,15.4,,,,,
,Shift Meal,1,47,,,,,
,Teachers 20%,1,2.8,,,,,
,Team 20%,1,7.62,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,45,"$1,055.83",,,,,
,Dinner,3,$8.00,,,,,
,Lunch,59,"$1,018.75",,,,,
,No Service,3,$94.40,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$250.97,,,,,
,Cash Adjustments,,-$1.55,,,,,
,Cash before Tipouts,,$249.42,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$256.91,,,,,
,Total Cash,,$249.42,,,,,
