Sales Summary Export,,,,,,,Generated 5/19/23 6:43 PM,
1/13/23 - 1/13/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,822.71",$109.42,$0.00,$553.23,$0.00,"$2,485.36",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,51,46,3035,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,43,1821.7,553.23,0,0.321920478548527,,2374.93
,Gift Card,1,50,0,0,0,,50
,Cash,1,6.36,0,0,0,,6.36
,Other,,,,,,,
,Total,45,1878.06,553.23,0,0.313320496120519,,2431.29
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,112.36,55.22,0,0.520943396226415,,167.58
,Mastercard,21,738.45,233.34,0,0.334955428276129,,971.79
,Visa,18,970.89,264.67,0,0.288972595261491,,1235.56
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$54.07
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,,,,,,,
,Desserts,,,,,,,
,Grab and Go Bar,,,,,,,
,Cold Drinks,13,24,102.7,0,102.7,6.22,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,10,18,170,0,170,10.2,
,Entrees,15,17,493,377,116,6.96,
,Starters,28,39,626,597,29,1.74,
,White Wine,6,7,179,0,179,10.74,
,Red Wine,10,15,293,0,293,17.58,
,Beer,22,47,273,0,273,16.38,
,Spirits,14,31,495,0,495,29.7,
,Salads,22,28,336,276,60,3.6,
,Pasta,30,41,779,703,76,4.56,
,Pizza,13,17,489,489,0,0,
,No Category,19,23,622.01,593,29.01,1.74,
,Total,,,4857.71,3035,1822.71,109.42 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,19,163,2723.81,1715,1008.81,60.55,
,Bar,26,144,2133.9,1320,813.9,48.87,
,Online Ordering,,,,,,,
,No Revenue Center,0,,,,0,,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,46,1822.71,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,109.42,1822.7,,,,
,Non Taxable,37,,0.01,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,147,3035,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,0,$0.00,,,,,
,Dinner,46,"$1,822.71",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$16.00,1,1,0.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$6.36,,,,,
,Cash Adjustments,,$0.64,,,,,
,Cash before Tipouts,,$7.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$553.23,,,,,
,Total Cash,,$7.00,,,,,
