Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:36 PM,Unnamed: 8
3/4/23 - 3/4/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,464.00",$145.08,$0.00,$401.64,$75.00,"$3,085.72",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,53,43,43,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,36,2629.79,401.64,0,0.1615555412537006,,3031.43
,Gift Card,1,30,0,0,0,,30
,Cash,3,27.56,0,0,0,,27.56
,Other,,,,,,,
,Total,40,2687.35,401.64,0,0.15962926457028392,,3088.99
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,193.98,39.1,0,0.21366120218579235,,233.08
,Discover,3,206.7,39.55,0,0.2028205128205128,,246.25
,Mastercard,13,1010.74,142.06,0,0.14828810020876826,,1152.8
,Visa,18,1218.37,180.93,0,0.15731949081803007,,1399.3
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,-$3.27
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,10,20,591,0,591,35.46,
,Breads,3,6,56,10,46,0,
,Desserts,2,2,24,12,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,2,2,10,0,10,0.6,
,Coffee Bar,3,3,15,0,15,0.9,
,Zero Proof- Bar,3,4,44,0,44,2.64,
,Entrees,1,1,29,0,29,1.74,
,Starters,12,18,170,0,170,10.2,
,White Wine,1,2,24,0,24,1.44,
,Red Wine,7,14,219,0,219,13.14,
,Beer,10,21,124,0,124,7.44,
,Spirits,8,14,218,0,218,13.08,
,Salads,7,7,108,21,87,5.22,
,Pasta,7,10,171,0,171,10.26,
,Pizza,15,26,704,0,704,42.24,
,No Category,0,,,,0,0,
,Total,,,2507,43,2464,145.08 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,13,60,1073.5,0,1073.5,63.69,
,Bar,10,52,708,12,696,41.76,
,Online Ordering,4,17,367,0,367,22.02,
,No Revenue Center,12,21,358.5,31,327.5,17.61,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,32,1839.5,,,,,
,Takeout,4,367,,,,,
,Take Out,7,257.5,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,145.08,2418,,,,
,Non Taxable,5,,46,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,1,12,,,,,
,Rebel Bread,4,10,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,21,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,13,$403.50,,,,,
,Dinner,29,"$2,054.50",,,,,
,No Service,1,$6.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$125.00,6,11,5.1%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$27.56,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$27.56,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$401.64,,,,,
,Total Cash,,$27.56,,,,,
