Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:39 PM,Unnamed: 8
3/8/23 - 3/8/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,504.98",$25.63,$0.00,$164.98,$300.00,"$1,995.59",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,106,110,445.97,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,65,1403.83,174.28,0,0.12128128936179097,,1578.11
,Gift Card,22,198.57,0,0,0,,198.57
,Cash,25,290.21,0,0,0,,290.21
,Other,,,,,,,
,Total,112,1892.61,174.28,0,0.10645979047677225,,2066.89
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,291.65,32.75,0,0.10997313633310947,,324.4
,Discover,1,44,8.8,0,0.2,,52.8
,Mastercard,22,415.04,65.19,0,0.15197575474997085,,480.23
,Visa,34,653.14,67.54,0,0.10137487992315082,,720.68
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$71.30
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,45,84,551,192.12,358.88,0,
,Breakfast Pastry,51,130,677,173.96,503.04,0,
,Breakfast Sandwiches,12,13,180,36.88,143.12,8.59,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,28,32,133.95,13.81,120.14,7.2,
,Cold Drinks,9,14,60,13.2,46.8,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",23,43,169,0,169,0,
,Hot Sandwiches,9,12,180,16,164,9.84,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1950.95,445.97,1504.98,25.63 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,1,12,44,0,44,0,
,No Revenue Center,106,316,1906.95,445.97,1460.98,25.63,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,28,456.94,,,,,
,Future Order,1,62,,,,,
,Takeout,80,986.04,,,,,
,,1,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,25.63,427.26,,,,
,Non Taxable,94,,1077.72,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,18,,,,,
,Rebel Bread,15,44,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,2,116,,,,,
,Pastry Waste,1,142,,,,,
,Reward Dollars,5,51.87,,,,,
,Shift Meal,1,65.2,,,,,
,Teachers 20%,1,4.5,,,,,
,Team 20%,3,4.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,42,$611.87,,,,,
,Dinner,6,$43.10,,,,,
,Lunch,55,$767.49,,,,,
,No Service,7,$82.52,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$46.00,2,6,3.1%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$290.21,,,,,
,Cash Adjustments,,$8.08,,,,,
,Cash before Tipouts,,$298.29,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$174.28,,,,,
,Total Cash,,$298.29,,,,,
