Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:36 PM,Unnamed: 8
3/3/23 - 3/3/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,753.29",$65.01,$0.00,$349.12,$200.00,"$3,367.42",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,140,144,270.36,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,94,2350.81,318.72,0,0.13809837429373636,,2669.53
,Gift Card,19,150,0,0,0,,150
,Cash,28,367.73,0,0,0,,367.73
,Other,,,,,,,
,Total,141,2868.54,318.72,0,0.12959521824872428,,3187.26
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,173.93,23.3,0,0.1358600583090379,,197.23
,Mastercard,35,722.72,118.44,0,0.16860506498498157,,841.16
,Visa,52,1454.16,176.98,0,0.12342131873496286,,1631.14
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$12.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$192.16
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,49,64,456,88.5,367.5,0,
,Breakfast Pastry,69,170,952,96.19,855.81,0,
,Breakfast Sandwiches,14,19,269,28.62,240.38,14.42,
,Cakes,4,5,167,0,167,0,
,Catering,,,,,,,
,Coffee Bar,47,63,285.85,10.03,275.82,16.19,
,Cold Drinks,11,14,62.8,17.3,45.5,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",27,57,235,7,228,0,
,Hot Sandwiches,25,38,584,22.72,561.28,33.68,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,1,1,12,0,12,0.72,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,3023.65,270.36,2753.29,65.01 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,14,66,625.95,18.41,607.54,11.56,
,No Revenue Center,128,365,2397.7,251.95,2145.75,53.45,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,30,740.08,,,,,
,Takeout,114,2013.21,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,65.01,1083.48,,,,
,Non Taxable,115,,1669.81,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,6,,,,,
,Rebel Bread,15,38.5,,,,,
,Team Dining - Off Shift,1,2,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,0.75,,,,,
,Bread Waste,2,30,,,,,
,Pastry Waste,2,68,,,,,
,Reward Dollars,5,41.91,,,,,
,Shift Meal,3,77.2,,,,,
,Team 20%,2,6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,45,$832.27,,,,,
,Lunch,86,"$1,557.68",,,,,
,No Service,13,$363.34,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$19.00,2,4,0.7%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$367.73,,,,,
,Cash Adjustments,,$15.37,,,,,
,Cash before Tipouts,,$383.10,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$318.72,,,,,
,Total Cash,,$383.10,,,,,
