Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:19 PM,Unnamed: 8
2/17/23 - 2/17/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,156.91",$11.90,$0.00,$158.43,$200.00,"$2,527.24",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,92,95,675.71,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,55,1278.82,148.43,0,0.11563120788376893,-120,1307.25
,Gift Card,16,144.5,0,0,0,,144.5
,Cash,16,157.58,0,0,0,,157.58
,Other,1,706.72,0,0,0,,706.72
,Total,88,2287.62,148.43,0,0.06952648170614605,-120,2316.05
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,81.55,13.6,0,0.15813953488372093,,95.15
,Mastercard,24,771.57,54.52,0,0.07104971655698182,-120,706.09
,Visa,27,425.7,80.31,0,0.18663722983964676,,506.01
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,706.72,0,0,0,,706.72
,,,,,,,,
,,,,,,,Deposit Sales Collected,$211.19
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,3,3,21,7,14,0,
,Wholesale,1,322,706.72,0,706.72,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,36,99,512,73.2,318.8,0,
,"Cookies, Bars & Tarts",19,45,174,3.6,170.4,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,2,3,46,0,46,2.76,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,7,10,134,0,134,0,
,Cold Drinks,3,7,29.7,0,29.7,1.29,
,Catering,2,61,325.5,0,325.5,3.6,
,Coffee Bar,12,16,76.25,5.9,70.35,4.25,
,Breads,41,122,920.45,586.01,334.44,0,
,No Category,1,1,7,0,7,0,
,Total,,,2952.62,675.71,2156.91,11.90 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,93,689,2952.62,675.71,2156.91,11.9,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,2,80.5,,,,,
,Future Orders,11,280.99,,,,,
,Takeout,82,1795.42,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,11.9,197.85,,,,
,Non Taxable,89,,2079.06,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,10,,,,,
,Birthday Bread- Rebel Member,1,10,,,,,
,Rebel Bread,18,45.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Active Service 20%,1,1.2,,,,,
,Bread Waste,2,514.95,,,,,
,Comp Check,1,10,,,,,
,Pastry Waste,1,52,,,,,
,Promotional,1,20,,,,,
,Reward Dollars,2,11.46,,,,,
,Team 20%,1,0.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,91,"$1,430.69",,,,,
,No Service,4,$726.22,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$145.00,2,31,6.7%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$157.58,,,,,
,Cash Adjustments,,$0.36,,,,,
,Cash before Tipouts,,$157.94,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$148.43,,,,,
,Total Cash,,$157.94,,,,,
