Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:34 PM,Unnamed: 8
2/28/23 - 2/28/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,389.15",$32.65,$0.00,$131.62,$300.00,"$1,853.42",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,90,95,478.55,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,53,1301.72,131.62,0,0.10200807570391153,,1433.34
,Gift Card,19,160.5,0,0,0,,160.5
,Cash,21,218.58,0,0,0,,218.58
,Other,,,,,,,
,Total,93,1680.8,131.62,0,0.09074112375043089,,1812.42
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,62,12.75,0,0.2056451612903226,,74.75
,Discover,2,27.5,2,0,0.07272727272727272,,29.5
,Mastercard,16,363.92,42.71,0,0.11666211417645451,,406.63
,Visa,32,848.3,74.16,0,0.08884735650361211,,922.46
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$41.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,34,74,437,160,277,0,
,Breakfast Pastry,40,122,636,254,382,0,
,Breakfast Sandwiches,17,18,247,46.1,200.9,12.05,
,Cakes,1,1,41,0,41,0,
,Catering,,,,,,,
,Coffee Bar,19,23,120,12.64,107.36,6.44,
,Cold Drinks,8,11,48.7,4.1,44.6,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",16,23,102,1.71,100.29,0,
,Hot Sandwiches,11,15,236,0,236,14.16,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1867.7,478.55,1389.15,32.65 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,16,63.5,0,63.5,0,
,No Revenue Center,90,271,1804.2,478.55,1325.65,32.65,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,21,353.63,,,,,
,Takeout,74,1035.52,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,32.65,544.26,,,,
,Non Taxable,78,,844.89,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,12,,,,,
,Rebel Bread,14,38,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,2,110,,,,,
,Comp Check,1,17.5,,,,,
,Pastry Waste,1,218,,,,,
,Reward Dollars,3,15.95,,,,,
,Shift Meal,2,62.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,31,$429.23,,,,,
,Dinner,1,$15.02,,,,,
,Lunch,56,$877.40,,,,,
,No Service,7,$67.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$16.00,1,1,1.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$218.58,,,,,
,Cash Adjustments,,-$5.00,,,,,
,Cash before Tipouts,,$213.58,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$131.62,,,,,
,Total Cash,,$213.58,,,,,
