Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:41 PM,Unnamed: 8
3/11/23 - 3/11/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$3,271.65",$11.38,$0.00,$114.95,$150.00,"$3,547.98",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,123,126,558.09,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,67,1478.15,106.4,0,0.06995857715826155,,1584.55
,Gift Card,28,295.54,0,0,0,,295.54
,Cash,24,380,0,0,0,,380
,Other,1,1168.34,0,0,0,,1168.34
,Total,120,3322.03,106.4,0,0.03565038498395063,,3428.43
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,188.48,13.56,0,0.07007751937984497,,202.04
,Discover,2,10.55,1.69,0,0.1698492462311558,,12.24
,Mastercard,21,651.29,45.8,0,0.06925752306063813,,697.09
,Visa,37,627.83,45.35,0,0.069115293759049,,673.18
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,1168.34,0,0,0,,1168.34
,,,,,,,,
,,,,,,,Deposit Sales Collected,$119.55
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,356,1168.34,0,1168.34,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,53,161,1014,142.83,871.17,0,
,"Cookies, Bars & Tarts",19,37,184,4,180,0,
,Cakes,2,2,98,0,98,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,1,1,14,0,14,0.84,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,12,168.5,15.09,153.41,0,
,Cold Drinks,7,11,57.2,0,57.2,2.24,
,Catering,,,,,,,
,Coffee Bar,23,27,144.2,5.81,138.39,8.3,
,Breads,65,142,981.5,390.36,591.14,0,
,No Category,0,,,,0,0,
,Total,,,3829.74,558.09,3271.65,11.38 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,123,749,3829.74,558.09,3271.65,11.38,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,12,310.78,,,,,
,Takeout,114,2960.87,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,11.38,189.59,,,,
,Non Taxable,116,,3082.06,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,18,,,,,
,Comp Item,3,21,,,,,
,Rebel Bread,26,70.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,265.5,,,,,
,Comp Check,1,16,,,,,
,Pastry Waste,1,111,,,,,
,Reward Dollars,7,48.29,,,,,
,Team 20%,1,2.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,124,"$2,103.31",,,,,
,No Service,2,"$1,168.34",,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$14.00,1,2,0.4%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$380.00,,,,,
,Cash Adjustments,,-$0.10,,,,,
,Cash before Tipouts,,$379.90,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$106.40,,,,,
,Total Cash,,$379.90,,,,,
