Sales Summary Export,,,,,,,Generated 5/19/23 6:38 PM,
1/1/23 - 1/1/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,905.62",$21.82,$0.00,$183.20,$100.00,"$2,210.64",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,101,102,331.53,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,70,1774.2,183.6,0,0.103505428961225,,1957.8
,Gift Card,16,164.83,0,0,0,,164.83
,Cash,10,99,0,0,0,,99
,Other,,,,,,,
,Total,96,2038.03,183.6,0,0.09470507827612,,2221.63
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,189.83,12.9,0,0.0681926309668552,,202.73
,Discover,3,79.27,14.76,0,0.187309644670051,,94.03
,Mastercard,23,522.26,55.88,0,0.105175983436853,,578.14
,Visa,37,982.84,100.06,0,0.102673028577292,,1082.9
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$152.30
,,,,,,,,
,,,,,,,Deposit Sales Collected,$141.31
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,3,3,21,7,14,0.84,
,Wholesale,,,,,,,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,56,167,855,200.4,654.6,0,
,"Cookies, Bars & Tarts",15,32,136,23.13,112.87,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,1,2,28,0,28,1.68,
,Cold Sandwiches,4,4,52,0,52,0,
,Salads,,,,,,,
,Pizza,7,8,226,0,226,13.56,
,Merchandise,,,,,,,
,Breakfast Sandwiches,19,28,328,17,311,0,
,Cold Drinks,1,1,7.5,0,7.5,0.45,
,Catering,,,,,,,
,Coffee Bar,14,21,96.15,8,88.15,5.29,
,Breads,38,88,487.5,76,411.5,0,
,No Category,0,,,,0,0,
,Total,,,2237.15,331.53,1905.62,21.82 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,99,354,2237.15,331.53,1905.62,21.82,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,2,36.31,,,,,
,Takeout,100,1869.31,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,21.82,363.65,,,,
,Non Taxable,91,,1541.97,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,22,,,,,
,Rebel Bread,10,36.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,140,,,,,
,Reward Dollars,6,85.03,,,,,
,Shift Meal,1,48,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,101,"$1,905.62",,,,,
,No Service,1,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$43.80,2,5,2.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$99.00,,,,,
,Cash Adjustments,,-$0.31,,,,,
,Cash before Tipouts,,$98.69,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$183.60,,,,,
,Total Cash,,$98.69,,,,,
