Sales Summary Export,,,,,,,Generated 5/19/23 6:39 PM,
1/5/23 - 1/5/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,708.91",$11.17,$0.00,$179.47,$200.00,"$3,099.55",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,134,139,722.69,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,83,1578.59,203.54,0,0.127899962297348,,1782.13
,Gift Card,33,312.7,0,0,0,,312.7
,Cash,16,133.71,0,0,0,,133.71
,Other,1,910.75,0,0,0,,910.75
,Total,133,2935.75,203.54,0,0.0722631494860916,,3139.29
,,,,,,,,
,Credit Types,,,,,,,
,Amex,10,259.09,45.85,0,0.174833174451859,,304.94
,Discover,2,126,0,0,0,,126
,Mastercard,32,463.1,61.98,0,0.132904470890962,,525.08
,Visa,39,730.4,95.71,0,0.129899565689468,,826.11
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,910.75,0,0,0,,910.75
,,,,,,,,
,,,,,,,Paid In Total,$203.30
,,,,,,,,
,,,,,,,Deposit Sales Collected,$163.56
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0.42,
,Wholesale,1,389,910.75,0,910.75,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,55,114,594,66.58,527.42,0,
,"Cookies, Bars & Tarts",21,40,189,3.59,185.41,0,
,Cakes,2,2,53,0,53,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,6,7,108,37.83,70.17,4.21,
,Cold Sandwiches,1,2,28,28,0,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,15,18,220,11.45,208.55,0,
,Cold Drinks,1,1,4.1,4.1,0,0,
,Catering,,,,,,,
,Coffee Bar,23,25,109.9,0.99,108.91,6.54,
,Breads,67,172,1207.85,570.15,637.7,0,
,No Category,0,,,,0,0,
,Total,,,3431.6,722.69,2708.91,11.17 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,135,771,3431.6,722.69,2708.91,11.17,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,1,22.5,,,,,
,Takeout,138,2686.41,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,11.17,186.08,,,,
,Non Taxable,128,,2522.83,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,26,,,,,
,Rebel Bread,33,95.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,446.85,,,,,
,Pastry Waste,1,43,,,,,
,Reward Dollars,4,24.64,,,,,
,Shift Meal,1,78.1,,,,,
,Team 20%,4,8.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,136,"$1,776.16",,,,,
,No Service,3,$932.75,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$52.50,5,10,1.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$133.71,,,,,
,Cash Adjustments,,-$2.00,,,,,
,Cash before Tipouts,,$131.71,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$203.54,,,,,
,Total Cash,,$131.71,,,,,
