Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:37 PM,Unnamed: 8
3/5/23 - 3/5/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,085.65",$63.82,$0.00,$191.81,$0.00,"$1,341.28",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,24,20,63.8,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,19,1067.85,191.81,0,0.18889162440297405,,1259.66
,Cash,1,81.62,0,0,0,,81.62
,Other,,,,,,,
,Total,20,1149.47,191.81,0,0.18889162440297405,,1341.28
,,,,,,,,
,Credit Types,,,,,,,
,Amex,1,142.04,26.8,0,0.2,,168.84
,Mastercard,4,258.06,51.81,0,0.2128157732593962,,309.87
,Visa,14,667.75,113.2,0,0.1774294670846395,,780.95
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,7,14,437,0,437,26.22,
,Breads,1,2,22,0,22,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,3,13,0,13,0.78,
,Coffee Bar,1,2,12.45,0,12.45,0.75,
,Zero Proof- Bar,3,4,36,0,36,2.16,
,Entrees,,,,,,,
,Starters,7,9,88,25,63,3.78,
,White Wine,,,,,,,
,Red Wine,,,,,,,
,Beer,12,19,107,11.8,95.2,5.71,
,Spirits,1,1,15,0,15,0.9,
,Salads,6,8,111,12,99,5.94,
,Pasta,5,7,126,15,111,6.66,
,Pizza,5,6,170,0,170,10.2,
,No Category,0,,,,0,0,
,Total,,,1149.45,63.8,1085.65,63.82 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,8,33,607,0,607,36.42,
,Bar,9,38,492.45,57,435.45,24.81,
,Online Ordering,1,1,25,0,25,1.5,
,No Revenue Center,2,4,25,6.8,18.2,1.09,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,19,1060.65,,,,,
,Takeout,1,25,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,63.82,1063.65,,,,
,Non Taxable,2,,22,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,6.8,,,,,
,Shift Meal,1,57,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,3,$104.00,,,,,
,Dinner,17,$981.65,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$20.00,2,3,1.8%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$81.62,,,,,
,Cash Adjustments,,$75.00,,,,,
,Cash before Tipouts,,$156.62,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$191.81,,,,,
,Total Cash,,$156.62,,,,,
