Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:11 PM,Unnamed: 8
2/7/23 - 2/7/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,442.51",$34.61,$0.00,$153.39,$130.00,"$1,760.51",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,101,104,371.34,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,64,1213.67,153.39,0,0.1286990812602257,,1367.06
,Gift Card,15,138.14,0,0,0,,138.14
,Cash,22,255.31,0,0,0,,255.31
,Other,,,,,,,
,Total,101,1607.12,153.39,0,0.1154306355119088,,1760.51
,,,,,,,,
,Credit Types,,,,,,,
,Amex,11,175.09,27.55,0,0.16158357771260998,,202.64
,Discover,4,100.64,8.8,0,0.08979591836734695,,109.44
,Mastercard,20,329.41,51.8,0,0.15950731331793686,,381.21
,Visa,29,608.53,65.24,0,0.10898763782158369,,673.77
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,33,60,363,92,271,0,
,Breakfast Pastry,48,124,639,209.52,429.48,0,
,Breakfast Sandwiches,13,16,216,44,172,10.32,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,29,32,121.75,0,121.75,6.94,
,Cold Drinks,3,5,24.1,0,24.1,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",20,32,142,7,135,0,
,Hot Sandwiches,15,20,308,18.82,289.18,17.35,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1813.85,371.34,1442.51,34.61 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,5,43,0,43,0.96,
,No Revenue Center,101,284,1770.85,371.34,1399.51,33.65,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,26,354.25,,,,,
,Takeout,78,1088.26,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,34.61,576.93,,,,
,Non Taxable,85,,865.58,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Rebel Bread,12,30,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,48,,,,,
,Pastry Waste,1,183,,,,,
,Reward Dollars,1,6.34,,,,,
,Shift Meal,1,99,,,,,
,Team 20%,1,1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,37,$536.35,,,,,
,Lunch,63,$864.66,,,,,
,No Service,4,$41.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$3.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$255.31,,,,,
,Cash Adjustments,,-$0.18,,,,,
,Cash before Tipouts,,$255.13,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$153.39,,,,,
,Total Cash,,$255.13,,,,,
