Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:20 PM,Unnamed: 8
2/19/23 - 2/19/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,979.60",$12.40,$0.00,$128.16,$100.00,"$2,220.16",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,97,103,653.64,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,62,1277.82,123.16,0,0.09373121151928887,,1400.98
,Gift Card,18,135.5,0,0,0,,135.5
,Cash,18,270.56,0,0,0,,270.56
,Other,1,391.99,0,0,0,,391.99
,Total,99,2075.87,123.16,0,0.06688171342304476,,2199.03
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,30.51,6.05,0,0.19999999999999998,,36.56
,Discover,1,10,1.5,0,0.15,,11.5
,Mastercard,29,621.49,55.01,0,0.08825605647360822,,676.5
,Visa,30,615.82,60.6,0,0.09317056671074075,,676.42
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,391.99,0,0,0,,391.99
,,,,,,,,
,,,,,,,Deposit Sales Collected,$21.13
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,132,391.99,0,391.99,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,51,124,652,107.14,544.86,0,
,"Cookies, Bars & Tarts",36,69,271,22.61,248.39,0,
,Cakes,1,1,30,0,30,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,7,106,8.59,97.41,4.88,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,8,10,134,49.05,84.95,0,
,Cold Drinks,5,5,27.1,10,17.1,0.48,
,Catering,,,,,,,
,Coffee Bar,23,28,130.15,12.81,117.34,7.04,
,Breads,54,123,891,443.44,447.56,0,
,No Category,0,,,,0,0,
,Total,,,2633.24,653.64,1979.6,12.40 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,102,499,2633.24,653.64,1979.6,12.4,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,17,371.39,,,,,
,Takeout,86,1608.21,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.4,206.75,,,,
,Non Taxable,98,,1772.85,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,14,,,,,
,Rebel Bread,15,40.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,370,,,,,
,Comp Check,1,8.8,,,,,
,Pastry Waste,1,80,,,,,
,Reward Dollars,8,105.14,,,,,
,Shift Meal,1,33,,,,,
,Team 20%,1,2.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,101,"$1,587.61",,,,,
,No Service,2,$391.99,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$5.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$270.56,,,,,
,Cash Adjustments,,$0.58,,,,,
,Cash before Tipouts,,$271.14,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$123.16,,,,,
,Total Cash,,$271.14,,,,,
