Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:21 PM,Unnamed: 8
2/22/23 - 2/22/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,506.95",$41.66,$0.00,$136.38,$330.00,"$2,014.99",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,96,98,412.4,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,57,1317.08,136.38,0,0.10586125794658036,,1453.46
,Gift Card,17,123.43,0,0,0,,123.43
,Cash,25,438.1,0,0,0,,438.1
,Other,,,,,,,
,Total,99,1878.61,136.38,0,0.09663773250664304,,2014.99
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,91.55,6.37,0,0.0728,,97.92
,Discover,1,10,0,0,0,,10
,Mastercard,19,390.31,34.45,0,0.09029197462913456,,424.76
,Visa,34,825.22,95.56,0,0.11808464627741737,,920.78
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,32,66,378,81.5,296.5,0,
,Breakfast Pastry,35,117,602,300,302,0,
,Breakfast Sandwiches,14,18,248,4.7,243.3,14.6,
,Cakes,1,1,36,0,36,0,
,Catering,,,,,,,
,Coffee Bar,29,35,153.65,1,152.65,9.16,
,Cold Drinks,9,10,42.7,9.1,33.6,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",20,30,145,0.5,144.5,0,
,Hot Sandwiches,18,20,314,15.6,298.4,17.9,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1919.35,412.4,1506.95,41.66 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,12,79.5,0,79.5,3.36,
,No Revenue Center,90,285,1839.85,412.4,1427.45,38.3,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,31,505.35,,,,,
,Takeout,67,1001.6,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,41.66,694.35,,,,
,Non Taxable,71,,812.6,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,12,,,,,
,Rebel Bread,15,39.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,1,1.6,,,,,
,Bread Waste,1,30,,,,,
,Pastry Waste,1,289,,,,,
,Reward Dollars,1,6.2,,,,,
,Shift Meal,1,34.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,32,$506.50,,,,,
,Dinner,1,$8.00,,,,,
,Lunch,61,$930.65,,,,,
,No Service,4,$61.80,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$5.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$438.10,,,,,
,Cash Adjustments,,$8.11,,,,,
,Cash before Tipouts,,$446.21,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$136.38,,,,,
,Total Cash,,$446.21,,,,,
