Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:36 PM,Unnamed: 8
3/3/23 - 3/3/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,225.37",$8.15,$0.00,$108.38,$250.00,"$2,591.90",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,122,129,685.23,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,69,1412.15,127.22,0,0.08768652858669057,,1539.37
,Gift Card,38,372,0,0,0,,372
,Cash,20,235.96,0,0,0,,235.96
,Other,1,576.45,0,0,0,,576.45
,Total,128,2596.56,127.22,0,0.05302379860792731,,2723.78
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,77.18,5.06,0,0.06719787516600266,,82.24
,Discover,3,79.95,5.32,0,0.0669182389937107,,85.27
,Mastercard,17,348.61,19.41,0,0.0528882833787466,,368.02
,Visa,44,906.41,97.43,0,0.10487056670792747,,1003.84
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,576.45,0,0,0,,576.45
,,,,,,,,
,,,,,,,Paid In Total,$171.48
,,,,,,,,
,,,,,,,Deposit Sales Collected,$39.60
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,2,2,14,0,14,0.84,
,Wholesale,1,282,576.45,0,576.45,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,54,129,736,132.26,603.74,0,
,"Cookies, Bars & Tarts",14,23,95,5.56,89.44,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,3,48,0,48,2.88,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,11,133,4,129,0,
,Cold Drinks,4,4,18.2,0,18.2,0,
,Catering,,,,,,,
,Coffee Bar,15,16,73.95,0,73.95,4.43,
,Breads,66,186,1216,543.41,672.59,0,
,No Category,0,,,,0,0,
,Total,,,2910.6,685.23,2225.37,8.15 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,126,656,2910.6,685.23,2225.37,8.15,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,16,,,,,
,Future Orders,11,296.09,,,,,
,Takeout,117,1913.28,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,8.15,135.95,,,,
,Non Taxable,121,,2089.42,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,14,,,,,
,Comp Item,1,9,,,,,
,Rebel Bread,37,99,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,390,,,,,
,Pastry Waste,1,104,,,,,
,Reward Dollars,4,28.63,,,,,
,Shift Meal,1,34,,,,,
,Team 20%,1,1.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,127,"$1,648.92",,,,,
,No Service,2,$576.45,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$235.96,,,,,
,Cash Adjustments,,$5.79,,,,,
,Cash before Tipouts,,$241.75,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$127.22,,,,,
,Total Cash,,$241.75,,,,,
