Sales Summary Export,,,,,,,Generated 5/19/23 8:28 PM,
1/30/23 - 1/30/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,556.26",$38.38,$0.00,$182.14,$220.00,"$1,996.78",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,98,98,329.44,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,62,1495.95,182.14,0,0.123309186920317,,1678.09
,Gift Card,11,87,0,0,0,,87
,Cash,21,231.69,0,0,0,,231.69
,Other,,,,,,,
,Total,94,1814.64,182.14,0,0.116450354836647,,1996.78
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,180.35,27.42,0,0.154478873239437,,207.77
,Discover,2,175.64,5,0,0.0291375291375291,,180.64
,Mastercard,20,381.52,55.45,0,0.148659517426273,,436.97
,Visa,34,758.44,94.27,0,0.124860927152318,,852.71
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,33,47,338,36,302,0,
,Breakfast Pastry,49,134,696,255.63,440.37,0,
,Breakfast Sandwiches,12,15,212,31,181,10.86,
,Cakes,1,1,36,0,36,0,
,Catering,,,,,,,
,Coffee Bar,32,35,151.5,2.71,148.79,8.92,
,Cold Drinks,8,10,48.2,4.1,44.1,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",16,23,94,0,94,0,
,Hot Sandwiches,17,20,310,0,310,18.6,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1885.7,329.44,1556.26,38.38 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,1,1,16,0,16,0.96,
,No Revenue Center,94,284,1869.7,329.44,1540.26,37.42,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,29,561.1,,,,,
,Takeout,69,995.16,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,38.38,639.79,,,,
,Non Taxable,80,,916.47,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,4,8,,,,,
,Rebel Bread Club Loaf,7,18,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,213,,,,,
,Reward Dollars,3,22.24,,,,,
,Shift Meal,1,62,,,,,
,Team- 20%,1,6.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,34,$399.36,,,,,
,Lunch,56,"$1,036.90",,,,,
,No Service,8,$120.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$20.00,1,3,1.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$231.69,,,,,
,Cash Adjustments,,$0.56,,,,,
,Cash before Tipouts,,$232.25,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$182.14,,,,,
,Total Cash,,$232.25,,,,,
