Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:31 PM,Unnamed: 8
2/27/23 - 2/27/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,427.86",$10.73,$0.00,$82.30,$100.00,"$1,620.89",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,81,85,577.68,$0.00,$6.75,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,45,770.41,84.5,0,0.11806184499935309,-67.5,787.41
,Gift Card,27,201,0,0,0,,201
,Cash,12,138.59,0,0,0,,138.59
,Other,1,518.09,0,0,0,,518.09
,Total,85,1628.09,84.5,0,0.06115951742627346,-67.5,1645.09
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,79.89,7.05,0,0.08867924528301886,,86.94
,Discover,1,6,0.9,0,0.15,,6.9
,Mastercard,14,337.22,33.88,0,0.12232425109137439,-67.5,303.6
,Visa,24,347.3,42.67,0,0.12011259676284307,,389.97
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,518.09,0,0,0,,518.09
,,,,,,,,
,,,,,,,Paid In Total,$24.20
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,2,2,23,0,23,0,
,Wholesale,1,117,518.09,0,518.09,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,37,95,499,210.03,288.97,0,
,"Cookies, Bars & Tarts",9,13,42,1.93,40.07,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,8,124,0,124,6.48,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,7,70.5,18,52.5,0,
,Cold Drinks,4,4,18.2,0,18.2,0,
,Catering,,,,,,,
,Coffee Bar,15,18,81.75,11.08,70.67,4.25,
,Breads,43,118,696.5,336.64,359.86,0,
,No Category,0,,,,0,0,
,Total,,,2073.04,577.68,1427.86,10.73 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,84,382,2073.04,577.68,1427.86,10.73,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,30,,,,,
,Future Orders,7,136.2,,,,,
,Takeout,77,1261.66,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.73,178.67,,,,
,Non Taxable,80,,1316.69,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,7,18,,,,,
,Rebel Bread,21,53,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,255,,,,,
,Pastry Waste,1,178,,,,,
,Reward Dollars,6,50.68,,,,,
,Shift Meal,1,23,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,82,$909.77,,,,,
,No Service,3,$518.09,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$4.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$138.59,,,,,
,Cash Adjustments,,-$0.53,,,,,
,Cash before Tipouts,,$138.06,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$84.50,,,,,
,Total Cash,,$138.06,,,,,
