Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:41 PM,Unnamed: 8
3/13/23 - 3/13/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$705.00,$41.83,$0.00,$146.59,$0.00,$893.42,,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,24,15,109,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,11,739.41,146.59,0,0.20646478873239438,,886
,Cash,2,13.78,0,0,0,,13.78
,Other,,,,,,,
,Total,13,753.19,146.59,0,0.20646478873239438,,899.78
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,352.98,66.6,0,0.19999999999999998,,419.58
,Discover,2,20.72,4,0,0.2,,24.72
,Mastercard,1,41.34,5.85,0,0.15,,47.19
,Visa,5,324.37,70.14,0,0.22056603773584907,,394.51
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,-$6.36
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,2,5,125,0,125,7.5,
,Breads,1,2,8,0,8,0,
,Desserts,2,2,22,0,22,1.32,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,2,10,0,10,0.6,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,1,2,10,0,10,0.6,
,Entrees,2,2,58,29,29,1.74,
,Starters,3,6,47,0,47,2.82,
,White Wine,1,1,12,0,12,0.72,
,Red Wine,4,5,60,16.8,43.2,2.6,
,Beer,5,6,38,1.4,36.6,2.2,
,Spirits,1,1,27,0,27,1.62,
,Salads,2,2,26,12,14,0.84,
,Pasta,4,4,81,44,37,2.22,
,Pizza,8,10,290,5.8,284.2,17.05,
,No Category,0,,,,0,0,
,Total,,,814,109,705,41.83 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,4,16,232,0,232,13.92,
,Bar,5,23,423,87,336,20.17,
,Online Ordering,1,2,39,0,39,2.34,
,No Revenue Center,4,9,120,22,98,5.4,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,14,666,,,,,
,Takeout,1,39,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,41.83,697,,,,
,Non Taxable,3,,8,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,2,97,,,,,
,Team 20%,1,12,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,1,$0.00,,,,,
,Dinner,14,$705.00,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$6.00,1,1,0.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$13.78,,,,,
,Cash Adjustments,,-$0.99,,,,,
,Cash before Tipouts,,$12.79,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$146.59,,,,,
,Total Cash,,$12.79,,,,,
