Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:21 PM,Unnamed: 8
2/21/23 - 2/21/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,355.00",$79.71,$0.00,$234.42,$0.00,"$1,669.13",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,48,42,180.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,31,1243.42,219.72,0,0.1871550255536627,,1463.14
,Gift Card,2,9.5,0,0,0,,9.5
,Cash,3,103.88,0,0,0,,103.88
,Other,,,,,,,
,Total,36,1356.8,219.72,0,0.1856527249683143,,1576.52
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,241.26,44.2,0,0.19385964912280704,,285.46
,Discover,1,12.72,2.4,0,0.19999999999999998,,15.12
,Mastercard,7,310.05,48.73,0,0.1665982905982906,,358.78
,Visa,20,679.39,124.39,0,0.19390491036632893,,803.78
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$92.61
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,4,4,31,4.5,26.5,0,
,Desserts,3,5,56,34,22,1.32,
,Grab and Go Bar,,,,,,,
,Cold Drinks,2,2,8,0,8,0.48,
,Coffee Bar,3,4,24,0,24,1.44,
,Zero Proof- Bar,2,3,39,0,39,2.34,
,Entrees,1,1,29,0,29,1.74,
,Starters,12,27,249,68,181,10.86,
,White Wine,5,5,114,0,114,6.84,
,Red Wine,2,2,24,12,12,0.72,
,Beer,16,24,140,6,134,8.04,
,Spirits,2,3,45,0,45,2.7,
,Salads,10,12,178,12,166,9.96,
,Pasta,8,10,207,19,188,11.28,
,Pizza,12,14,391.5,25,366.5,21.99,
,No Category,0,,,,0,0,
,Total,,,1535.5,180.5,1355,79.71 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,9,40,437.5,157,280.5,16.83,
,Bar,19,50,714.5,0,714.5,42.87,
,Online Ordering,3,14,273,0,273,16.38,
,No Revenue Center,9,12,110.5,23.5,87,3.63,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,38,1059,,,,,
,Takeout,3,273,,,,,
,Take Out,1,23,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,79.71,1328.5,,,,
,Non Taxable,7,,26.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Rebel Bread,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Comp Check,2,157,,,,,
,Shift Meal,1,19,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$108.00,,,,,
,Dinner,33,"$1,236.00",,,,,
,No Service,3,$11.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$30.00,2,4,2.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$103.88,,,,,
,Cash Adjustments,,$67.43,,,,,
,Cash before Tipouts,,$171.31,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$219.72,,,,,
,Total Cash,,$171.31,,,,,
