Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:34 PM,Unnamed: 8
2/28/23 - 2/28/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,559.26",$93.56,$0.00,$253.76,$0.00,"$1,906.58",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,38,34,56.24,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,33,1599.29,253.76,0,0.16683760683760684,,1853.05
,Cash,1,53.53,0,0,0,,53.53
,Other,,,,,,,
,Total,34,1652.82,253.76,0,0.16683760683760684,,1906.58
,,,,,,,,
,Credit Types,,,,,,,
,Amex,9,434.07,77.69,0,0.18971916971916972,,511.76
,Mastercard,8,315.63,40.74,0,0.13445544554455446,,356.37
,Visa,16,849.59,135.33,0,0.1673840445269017,,984.92
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,18,32,840,0,840,50.4,
,Breads,,,,,,,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,2,8,0,8,0.48,
,Coffee Bar,2,2,10,0,10,0.6,
,Zero Proof- Bar,1,1,5,0,5,0.3,
,Entrees,1,1,29,0,29,1.74,
,Starters,5,6,63,0,63,3.78,
,White Wine,,,,,,,
,Red Wine,5,5,77,0,77,4.62,
,Beer,12,19,111,0,111,6.66,
,Spirits,2,5,75,0,75,4.5,
,Salads,4,4,56,4.32,51.68,3.1,
,Pasta,2,2,37,18.2,18.8,1.13,
,Pizza,8,11,292.5,33.72,258.78,15.53,
,No Category,0,,,,0,0,
,Total,,,1615.5,56.24,1559.26,93.56 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,20,51,924,29,895,53.7,
,Bar,7,29,460,0,460,27.6,
,Online Ordering,2,4,90,5.24,84.76,5.09,
,No Revenue Center,5,7,141.5,22,119.5,7.17,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,29,1359.5,,,,,
,Takeout,2,84.76,,,,,
,Take Out,3,115,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,93.56,1559.26,,,,
,Non Taxable,2,,0,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,1,29,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,2,12.24,,,,,
,Shift Meal,1,15,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$162.00,,,,,
,Dinner,27,"$1,392.26",,,,,
,No Service,1,$5.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$53.53,,,,,
,Cash Adjustments,,$0.42,,,,,
,Cash before Tipouts,,$53.95,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$253.76,,,,,
,Total Cash,,$53.95,,,,,
