Sales Summary Export,,,,,,,Generated 5/19/23 6:41 PM,
1/9/23 - 1/9/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,203.96",$8.30,$0.00,$100.87,$500.00,"$2,813.13",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,116,126,788.38,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,67,1488.8,82.84,0,0.0545682102628285,-33,1538.64
,Gift Card,34,327,0,0,0,,327
,Cash,24,227.72,0,0,0,,227.72
,Other,1,578.24,0,0,0,,578.24
,Total,126,2621.76,82.84,0,0.0340730077120823,-33,2671.6
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,111.49,10.17,0,0.0920278707809248,-21,100.66
,Mastercard,25,390.88,38.02,0,0.0966692092550216,,428.9
,Visa,36,986.43,34.65,0,0.034161827485236,-12,1009.08
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,578.24,0,0,0,,578.24
,,,,,,,,
,,,,,,,Paid In Total,$12.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$153.53
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,2,2,14,10.69,3.31,0.2,
,Wholesale,1,138,578.24,0,578.24,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,54,107,580,59.34,520.66,0,
,"Cookies, Bars & Tarts",20,42,176,8.8,167.2,0,
,Cakes,0,0,0,0,-12,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,4,6,91,31,60,3.6,
,Cold Sandwiches,3,3,42,28,14,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,6,57,22.39,34.61,0,
,Cold Drinks,,,,,,,
,Catering,1,25,112.5,0,112.5,0,
,Coffee Bar,14,17,77.1,2.25,74.85,4.5,
,Breads,66,180,1297.5,625.91,650.59,0,
,No Category,0,,,,0,0,
,Total,,,3025.34,788.38,2203.96,8.30 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,123,526,3025.34,788.38,2203.96,8.3,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,1,112.5,,,,,
,Takeout,125,2091.46,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,8.3,138.16,,,,
,Non Taxable,119,,2098.8,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,14,,,,,
,Rebel Bread,33,85.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,6.3,,,,,
,20% - Teachers,1,2.4,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,509,,,,,
,Food Waste,1,14,,,,,
,Pastry Waste,1,39,,,,,
,Reward Dollars,5,27.38,,,,,
,Shift Meal,1,77,,,,,
,Team 20%,1,3.8,,,,,
,Veterans 20%,2,5,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,123,"$1,618.22",,,,,
,No Service,3,$585.74,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$227.72,,,,,
,Cash Adjustments,,$0.30,,,,,
,Cash before Tipouts,,$228.02,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$82.84,,,,,
,Total Cash,,$228.02,,,,,
