Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:38 PM,Unnamed: 8
3/7/23 - 3/7/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,759.16",$45.20,$0.00,$212.77,$25.00,"$2,042.13",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,94,97,257.64,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,62,1271.24,184.77,0,0.1442467582147346,,1456.01
,Gift Card,9,108,0,0,0,,108
,Cash,21,303.88,0,0,0,,303.88
,Other,,,,,,,
,Total,92,1683.12,184.77,0,0.13290893396633577,,1867.89
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,112.96,14.8,0,0.13528336380255943,,127.76
,Discover,1,20,0,0,0,,20
,Mastercard,16,341.07,58.74,0,0.165,,399.81
,Visa,41,797.21,111.23,0,0.1398187371940719,,908.44
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$174.24
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,28,47,251.5,33.77,217.73,0,
,Breakfast Pastry,54,142,742,157.61,584.39,0,
,Breakfast Sandwiches,6,11,158,9.06,148.94,8.94,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,26,32,176.6,7.88,168.72,10.1,
,Cold Drinks,12,14,63.7,4.97,58.73,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",21,40,157,12.35,144.65,0,
,Hot Sandwiches,19,30,456,32,424,25.44,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,1,1,12,0,12,0.72,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2016.8,257.64,1759.16,45.20 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,16,172,0,172,8.16,
,No Revenue Center,90,301,1844.8,257.64,1587.16,37.04,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,34,724.81,,,,,
,Takeout,63,1034.35,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,45.2,753.66,,,,
,Non Taxable,84,,1005.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,4,10,,,,,
,Rebel Bread,4,10.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,2,10,,,,,
,Pastry Waste,2,132,,,,,
,Reward Dollars,4,41.44,,,,,
,Shift Meal,1,42.1,,,,,
,Veteran 20%,2,11.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,29,$541.20,,,,,
,Dinner,1,$15.00,,,,,
,Lunch,61,"$1,019.96",,,,,
,No Service,6,$183.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$45.50,4,7,2.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$303.88,,,,,
,Cash Adjustments,,-$3.56,,,,,
,Cash before Tipouts,,$300.32,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$184.77,,,,,
,Total Cash,,$300.32,,,,,
