Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:19 PM,Unnamed: 8
2/19/23 - 2/19/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$464.75,$26.35,$0.00,$73.60,$0.00,$564.70,,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,18,14,21.75,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,13,483.6,73.6,0,0.1544596012591815,,557.2
,Gift Card,1,7.5,0,0,0,,7.5
,Cash,,,,,,,
,Other,,,,,,,
,Total,14,491.1,73.6,0,0.15206611570247933,,564.7
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,81.62,15.9,0,0.2064935064935065,,97.52
,Mastercard,3,112.36,9,0,0.08490566037735849,,121.36
,Visa,8,289.62,48.7,0,0.16592844974446339,,338.32
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,2,13,28,2.5,25.5,0,
,Desserts,,,,,,,
,Grab and Go Bar,,,,,,,
,Cold Drinks,,,,,,,
,Coffee Bar,1,1,7.5,0,7.5,0.45,
,Zero Proof- Bar,2,4,36,0,36,2.16,
,Entrees,,,,,,,
,Starters,5,7,91,0,91,5.46,
,White Wine,1,1,12,0,12,0.72,
,Red Wine,,,,,,,
,Beer,1,2,10,0,10,0.6,
,Spirits,,,,,,,
,Salads,3,3,49,0,49,2.94,
,Pasta,2,3,60,0,60,3.6,
,Pizza,7,7,193,19.25,173.75,10.42,
,No Category,0,,,,0,0,
,Total,,,486.5,21.75,464.75,26.35 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,5,18,238.5,0,238.5,14.31,
,Bar,,,,,,,
,Online Ordering,3,5,106,0,106,6.36,
,No Revenue Center,6,18,142,21.75,120.25,5.68,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,9,322,,,,,
,Takeout,3,106,,,,,
,Take Out,2,36.75,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,26.35,439.25,,,,
,Non Taxable,2,,25.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,13.45,,,,,
,Team 20%,1,5.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,5,$85.25,,,,,
,Dinner,7,$340.50,,,,,
,No Service,2,$39.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$73.60,,,,,
,Total Cash,,$0.00,,,,,
