Sales Summary Export,,,,,,,Generated 5/17/23 8:16 PM,
5/3/23 - 5/3/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,743.16",$20.01,$0.00,$90.06,$400.00,"$2,253.23",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,105,107,456.27,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,59,1361.26,88.22,0,0.0647106286217267,,1449.48
,Gift Card,29,233.71,0,0,0,,233.71
,Cash,20,227.7,0,0,0,,227.7
,Other,1,433.08,0,0,0,,433.08
,Total,109,2255.75,88.22,0,0.04346069718407,,2343.97
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,47.84,3.98,0,0.0854077253218884,,51.82
,Discover,2,61.46,0,0,0,,61.46
,Mastercard,23,330.57,37.15,0,0.10991124260355,,367.72
,Visa,30,921.39,47.09,0,0.0512014787430684,,968.48
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,433.08,0,0,0,,433.08
,,,,,,,,
,,,,,,,Paid In Total,$105.43
,,,,,,,,
,,,,,,,Deposit Sales Collected,$14.69
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,191,433.08,0,433.08,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,44,108,698,265.48,432.52,0,
,"Cookies, Bars & Tarts",14,26,128,1.8,126.2,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,6,7,102,0,102,6.12,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,7,8,115,0,115,6.9,
,Cold Drinks,6,6,30.2,5,25.2,0.92,
,Catering,,,,,,,
,Coffee Bar,19,20,106.15,4.87,101.28,6.07,
,Breads,50,88,587,179.12,407.88,0,
,No Category,0,,,,0,0,
,Total,,,2199.43,456.27,1743.16,20.01 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,104,454,2199.43,456.27,1743.16,20.01,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,5,63.51,,,,,
,Takeout,102,1679.65,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,20.01,333.48,,,,
,Non Taxable,92,,1409.68,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,20,,,,,
,Rebel Bread,23,64,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Active Service 20%,1,3,,,,,
,Birthday Rewards,3,15,,,,,
,Bread Waste,1,90,,,,,
,Pastry Waste,1,216,,,,,
,Reward Dollars,3,27.87,,,,,
,Shift Meal,1,17,,,,,
,Teachers 20%,1,1.4,,,,,
,Veterans 20%,1,2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,105,"$1,310.08",,,,,
,No Service,2,$433.08,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$227.70,,,,,
,Cash Adjustments,,-$4.45,,,,,
,Cash before Tipouts,,$223.25,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$88.22,,,,,
,Total Cash,,$223.25,,,,,
