Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:18 PM,Unnamed: 8
2/15/23 - 2/15/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,756.67",$7.55,$0.00,$87.56,$325.00,"$2,176.78",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,97,98,363.56,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,52,1062.91,87.56,0,0.08046315015622128,,1150.47
,Gift Card,23,173.97,0,0,0,,173.97
,Cash,20,262.61,0,0,0,,262.61
,Other,1,573.73,0,0,0,,573.73
,Total,96,2073.22,87.56,0,0.047621119498770854,,2160.78
,,,,,,,,
,Credit Types,,,,,,,
,Amex,1,14.1,2.82,0,0.19999999999999998,,16.92
,Mastercard,20,551.52,45.42,0,0.08208186500406614,,596.94
,Visa,31,497.29,39.32,0,0.07550648103696592,,536.61
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,573.73,0,0,0,,573.73
,,,,,,,,
,,,,,,,Paid In Total,$26.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$42.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,16,16,0,0,
,Wholesale,1,257,573.73,0,573.73,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,30,79,430,41.26,388.74,0,
,"Cookies, Bars & Tarts",17,37,128,16.93,111.07,0,
,Cakes,1,1,36,0,36,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,4,6,94,16,78,2.76,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,7,8,109,28,81,0,
,Cold Drinks,7,9,30.2,10,20.2,0.42,
,Catering,,,,,,,
,Coffee Bar,16,16,72.8,0,72.8,4.37,
,Breads,47,97,630.5,235.37,395.13,0,
,No Category,0,,,,0,0,
,Total,,,2120.23,363.56,1756.67,7.55 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,94,511,2120.23,363.56,1756.67,7.55,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,9,222.96,,,,,
,Takeout,88,1533.71,,,,,
,,1,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,7.55,125.8,,,,
,Non Taxable,84,,1630.87,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,22,,,,,
,Rebel Bread,18,53,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,146,,,,,
,Pastry Waste,1,27,,,,,
,Reward Dollars,4,21.26,,,,,
,Shift Meal,1,73.5,,,,,
,Teachers 20%,1,11,,,,,
,Team 20%,3,9.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,96,"$1,182.94",,,,,
,No Service,2,$573.73,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$262.61,,,,,
,Cash Adjustments,,-$0.80,,,,,
,Cash before Tipouts,,$261.81,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$87.56,,,,,
,Total Cash,,$261.81,,,,,
