Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:16 PM,Unnamed: 8
2/12/23 - 2/12/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,700.96",$42.27,$0.00,$202.65,$300.00,"$2,245.88",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,81,82,189.54,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,60,1648.46,191.85,0,0.11769649824544183,,1840.31
,Gift Card,12,85.5,0,0,0,,85.5
,Cash,16,255.27,0,0,0,,255.27
,Other,,,,,,,
,Total,88,1989.23,191.85,0,0.11184567221085402,,2181.08
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,335.63,23.72,0,0.07112443778110944,,359.35
,Discover,3,26.96,5.15,0,0.1980769230769231,,32.11
,Mastercard,20,549.23,61.32,0,0.11084598698481561,,610.55
,Visa,32,736.64,101.66,0,0.1417180137731062,,838.3
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$64.80
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,27,40,244,33.7,210.3,0,
,Breakfast Pastry,48,150,783,120.84,662.16,0,
,Breakfast Sandwiches,14,21,287,24,263,15.78,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,22,31,149.9,2.42,147.48,8.85,
,Cold Drinks,8,10,43.6,2.2,41.4,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",12,24,89,6.38,82.62,0,
,Hot Sandwiches,11,19,294,0,294,17.64,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1890.5,189.54,1700.96,42.27 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,5,17,122.5,0,122.5,3.09,
,No Revenue Center,74,278,1768,189.54,1578.46,39.18,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,18,403.81,,,,,
,Takeout,64,1297.15,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,42.27,704.48,,,,
,Non Taxable,67,,996.48,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,6,,,,,
,Rebel Bread,10,25.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,111,,,,,
,Reward Dollars,2,16.94,,,,,
,Shift Meal,1,29,,,,,
,Team 20%,1,1.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,28,$661.50,,,,,
,Lunch,48,$846.46,,,,,
,No Service,6,$193.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$8.00,1,2,0.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$255.27,,,,,
,Cash Adjustments,,$26.29,,,,,
,Cash before Tipouts,,$281.56,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$191.85,,,,,
,Total Cash,,$281.56,,,,,
