Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:21 PM,Unnamed: 8
2/22/23 - 2/22/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,080.65",$62.36,$0.00,$186.58,$50.00,"$1,379.59",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,27,26,17.7,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,27,1223.42,201.28,0,0.1714305181753143,,1424.7
,Gift Card,2,47.5,0,0,0,,47.5
,Cash,,,,,,,
,Other,,,,,,,
,Total,29,1270.92,201.28,0,0.16507155451675073,,1472.2
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,61.29,11.1,0,0.18974358974358974,,72.39
,Mastercard,8,314.1,56.3,0,0.18956228956228954,,370.4
,Visa,17,848.03,133.88,0,0.16354352446800713,,981.91
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$92.61
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,4,4,44,2.5,41.5,0,
,Desserts,2,2,24,0,24,1.44,
,Grab and Go Bar,,,,,,,
,Cold Drinks,2,3,14,0,14,0.84,
,Coffee Bar,5,7,38.35,0,38.35,2.31,
,Zero Proof- Bar,,,,,,,
,Entrees,,,,,,,
,Starters,12,21,220,3,217,13.02,
,White Wine,2,2,41,0,41,2.46,
,Red Wine,1,1,12,0,12,0.72,
,Beer,10,15,88,3.6,84.4,5.07,
,Spirits,4,4,60,0,60,3.6,
,Salads,5,5,70,2.8,67.2,4.03,
,Pasta,7,11,186,0,186,11.16,
,Pizza,10,11,301,5.8,295.2,17.71,
,No Category,0,,,,0,0,
,Total,,,1098.35,17.7,1080.65,62.36 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,8,30,390,15.2,374.8,22.49,
,Bar,9,41,500.9,0,500.9,30.06,
,Online Ordering,3,6,132,0,132,7.92,
,No Revenue Center,6,9,75.45,2.5,72.95,1.89,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,22,931.65,,,,,
,Takeout,3,132,,,,,
,Take Out,1,17,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,62.36,1039.15,,,,
,Non Taxable,4,,41.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Team 20%,1,15.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$264.95,,,,,
,Dinner,18,$793.70,,,,,
,No Service,2,$22.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$10.00,1,1,0.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$201.28,,,,,
,Total Cash,,$0.00,,,,,
