Sales Summary Export,,,,,,,Generated 5/19/23 8:26 PM,
1/25/23 - 1/25/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,434.60",$144.88,$0.00,$446.97,$0.00,"$3,026.45",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,58,58,124.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,52,2534.5,446.97,0,0.186790087341719,,2981.47
,Cash,5,44.98,0,0,0,,44.98
,Other,,,,,,,
,Total,57,2579.48,446.97,0,0.186790087341719,,3026.45
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,626.46,104.34,0,0.176548223350254,,730.8
,Mastercard,16,506.93,89.62,0,0.187176274018379,,596.55
,Visa,28,1401.11,253.01,0,0.191225153049656,,1654.12
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,2,2,20,0,20,0,
,Desserts,14,19,98,0,98,5.88,
,Grab and Go Bar,,,,,,,
,Cold Drinks,8,13,58.1,2,56.1,3.37,
,Coffee Bar,2,2,9.5,0,9.5,0.57,
,Zero Proof- Bar,3,3,31,1.3,29.7,1.78,
,Entrees,1,1,29,0,29,1.74,
,Starters,18,31,368,15,353,21.18,
,White Wine,5,8,113,0,113,6.78,
,Red Wine,9,10,222,0,222,13.32,
,Beer,17,37,210,1.2,208.8,12.53,
,Spirits,12,16,240,0,240,14.4,
,Salads,9,9,133,0,133,7.98,
,Pasta,21,25,495,76,419,25.14,
,Pizza,17,19,532.5,29,503.5,30.21,
,No Category,0,,,,0,0,
,Total,,,2559.1,124.5,2434.6,144.88 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,27,82,1197.5,46.5,1151,69.06,
,Bar,18,89,1095.1,0,1095.1,65.71,
,Online Ordering,,,,,,,
,No Revenue Center,13,24,266.5,78,188.5,10.11,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,55,2322.6,,,,,
,Take Out,3,112,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,144.88,2414.6,,,,
,Non Taxable,5,,20,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,5,101,,,,,
,Mistake Discount,1,1.2,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Munson Discount- 10%,1,1.3,,,,,
,Shift Meal,1,19,,,,,
,Team Discount - 20%,1,2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,15,$473.60,,,,,
,Dinner,42,"$1,949.00",,,,,
,No Service,1,$12.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$44.98,,,,,
,Cash Adjustments,,$2.67,,,,,
,Cash before Tipouts,,$47.65,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$446.97,,,,,
,Total Cash,,$47.65,,,,,
