Sales Summary Export,,,,,,,Generated 5/19/23 8:27 PM,
1/28/23 - 1/28/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,647.67",$66.35,$0.00,$288.05,$400.00,"$3,402.07",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,156,155,319.83,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,97,2377.73,286.55,0,0.119263649455187,,2664.28
,Gift Card,14,191,0,0,0,,191
,Cash,41,601.29,0,0,0,,601.29
,Other,,,,,,,
,Total,152,3170.02,286.55,0,0.110468590373754,,3456.57
,,,,,,,,
,Credit Types,,,,,,,
,Amex,10,238.07,37.64,0,0.151927346115035,,275.71
,Discover,2,66.73,9.4,0,0.136231884057971,,76.13
,Mastercard,28,789.37,92.36,0,0.11828893442623,,881.73
,Visa,57,1283.56,147.15,0,0.112749116932672,,1430.71
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$66.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$11.50
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,43,58,426,51.88,374.12,0,
,Breakfast Pastry,92,195,1023,169.83,853.17,0,
,Breakfast Sandwiches,24,35,485,31.9,453.1,27.19,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,53,78,345.7,8.98,336.72,19.41,
,Cold Drinks,12,17,77.8,6.84,70.96,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",31,60,244,13.6,230.4,0,
,Hot Sandwiches,20,24,366,36.8,329.2,19.75,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2967.5,319.83,2647.67,66.35 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,5,19,169,16.57,152.43,5.95,
,No Revenue Center,146,448,2798.5,303.26,2495.24,60.4,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,52,1225.84,,,,,
,Takeout,103,1421.83,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,66.35,1106.02,,,,
,Non Taxable,134,,1541.65,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,3,6,,,,,
,Rebel Bread Club Loaf,15,38,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Munson- 10%,1,4.15,,,,,
,Pastry Waste,1,91,,,,,
,Reward Dollars,8,101.28,,,,,
,Shift Meal,3,75,,,,,
,Team- 20%,1,4.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,54,$975.89,,,,,
,Lunch,93,"$1,514.28",,,,,
,No Service,8,$157.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$601.29,,,,,
,Cash Adjustments,,$137.24,,,,,
,Cash before Tipouts,,$738.53,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$286.55,,,,,
,Total Cash,,$738.53,,,,,
