Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:40 PM,Unnamed: 8
3/11/23 - 3/11/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,754.95",$103.75,$0.00,$305.56,$0.00,"$2,164.26",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,47,29,207.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,26,1713,305.56,0,0.18791087824167174,,2018.56
,Gift Card,3,70,0,0,0,,70
,Cash,3,75.7,0,0,0,,75.7
,Other,,,,,,,
,Total,32,1858.7,305.56,0,0.18005468344882855,,2164.26
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,253.34,47.3,0,0.19790794979079496,,300.64
,Discover,2,95.26,12,0,0.12044564890093346,,107.26
,Mastercard,7,431.37,103.96,0,0.2554550815804993,,535.33
,Visa,14,933.03,142.3,0,0.16161272004542876,,1075.33
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,5,14,350,0,350,21,
,Breads,2,2,22,1,21,0,
,Desserts,,,,,,,
,Grab and Go Bar,,,,,,,
,Cold Drinks,4,5,25,0,25,1.2,
,Coffee Bar,2,2,10.45,0,10.45,0.63,
,Zero Proof- Bar,1,1,13,0,13,0.78,
,Entrees,,,,,,,
,Starters,10,18,186,3,183,10.98,
,White Wine,5,9,176,0,176,10.56,
,Red Wine,3,4,156,78,78,4.68,
,Beer,11,14,85,0,85,5.1,
,Spirits,6,9,135,1.5,133.5,8.01,
,Salads,6,7,94,16.6,77.4,4.65,
,Pasta,5,6,104,11,93,5.58,
,Pizza,15,22,606,96.4,509.6,30.58,
,No Category,0,,,,0,0,
,Total,,,1962.45,207.5,1754.95,103.75 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,11,59,984.5,24.5,960,56.77,
,Bar,9,36,575.95,0,575.95,34.56,
,Online Ordering,4,11,289,154,135,8.1,
,No Revenue Center,5,7,113,29,84,4.32,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,24,1565.95,,,,,
,Takeout,4,135,,,,,
,Take Out,1,54,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,103.75,1728.95,,,,
,Non Taxable,5,,26,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Big Mistake Discount,1,11,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,13.5,,,,,
,Reward Dollars,1,154,,,,,
,Shift Meal,1,29,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,8,$425.50,,,,,
,Dinner,20,"$1,299.45",,,,,
,No Service,1,$30.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$75.70,,,,,
,Cash Adjustments,,$69.96,,,,,
,Cash before Tipouts,,$145.66,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$305.56,,,,,
,Total Cash,,$145.66,,,,,
