Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:39 PM,Unnamed: 8
3/8/23 - 3/8/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,657.41",$10.23,$0.00,$87.98,$100.00,"$1,855.62",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,91,94,361.1,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,53,938.42,94.18,0,0.09890779248057131,,1032.6
,Gift Card,22,177.47,0,0,0,,177.47
,Cash,17,247.55,0,0,0,,247.55
,Other,1,487.56,0,0,0,,487.56
,Total,93,1851,94.18,0,0.05824330090723002,,1945.18
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,53.7,10.48,0,0.1922935779816514,,64.18
,Discover,5,118.51,11.04,0,0.09336152219873149,,129.55
,Mastercard,24,467.96,41.82,0,0.08619126133553175,,509.78
,Visa,20,298.25,30.84,0,0.10480883602378929,,329.09
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,487.56,0,0,0,,487.56
,,,,,,,,
,,,,,,,Paid In Total,$89.56
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0.42,
,Wholesale,1,229,487.56,0,487.56,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,35,100,524,119.91,404.09,0,
,"Cookies, Bars & Tarts",16,23,100,10.4,89.6,0,
,Cakes,1,1,36,0,36,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,5,78,0,78,4.68,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,6,88,0,88,0,
,Cold Drinks,5,6,27.3,0,27.3,0,
,Catering,,,,,,,
,Coffee Bar,19,20,92.15,6.79,85.36,5.13,
,Breads,39,99,578.5,224,354.5,0,
,No Category,0,,,,0,0,
,Total,,,2018.51,361.1,1657.41,10.23 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,92,490,2018.51,361.1,1657.41,10.23,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,6,172.75,,,,,
,Takeout,88,1484.66,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.23,170.36,,,,
,Non Taxable,83,,1487.05,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,16,,,,,
,Rebel Bread,15,43,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,1.1,,,,,
,Birthday Rewards,1,0,,,,,
,Bread Waste,1,165,,,,,
,Pastry Waste,1,113,,,,,
,Reward Dollars,2,17.9,,,,,
,Teachers 20%,1,1.7,,,,,
,Veterans 20%,1,3.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,93,"$1,169.85",,,,,
,No Service,1,$487.56,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$20.00,2,2,1.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$247.55,,,,,
,Cash Adjustments,,$0.65,,,,,
,Cash before Tipouts,,$248.20,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$94.18,,,,,
,Total Cash,,$248.20,,,,,
