Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:38 PM,Unnamed: 8
3/7/23 - 3/7/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$962.00,$57.24,$0.00,$158.98,$0.00,"$1,178.22",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,30,29,53,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,23,994.28,158.98,0,0.16948827292110874,-7,1146.26
,Gift Card,2,15,0,0,0,,15
,Cash,3,13.69,0,0,0,,13.69
,Other,,,,,,,
,Total,28,1022.97,158.98,0,0.1668205666316894,-7,1174.95
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,348.74,65.98,0,0.2005471124620061,,414.72
,Mastercard,6,146.28,14.3,0,0.10362318840579711,,160.58
,Visa,11,499.26,78.7,0,0.16709129511677284,-7,570.96
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,-$3.27
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,4,6,150,0,150,9,
,Breads,3,3,32,17,15,0,
,Desserts,2,2,24,0,24,1.44,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,3,13,0,13,0.78,
,Coffee Bar,2,3,13,0,13,0.78,
,Zero Proof- Bar,1,1,5,0,5,0.3,
,Entrees,2,2,58,0,58,3.48,
,Starters,10,16,167,0,167,10.02,
,White Wine,5,6,72,0,72,4.32,
,Red Wine,4,5,87,0,87,5.22,
,Beer,6,8,44,0,44,2.64,
,Spirits,,,,,,,
,Salads,6,6,85,21,64,3.84,
,Pasta,8,10,164,15,149,8.94,
,Pizza,4,4,108,0,108,6.48,
,No Category,0,,,,0,0,
,Total,,,1022,53,962,57.24 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,12,44,636,0,636,38.16,
,Bar,5,12,121.5,0,121.5,7.29,
,Online Ordering,1,1,15,0,15,0.9,
,No Revenue Center,11,18,249.5,53,189.5,10.89,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,26,829,,,,,
,Takeout,2,111,,,,,
,Take Out,1,22,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,57.24,954,,,,
,Non Taxable,4,,15,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,2,5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,2,48,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,11,$305.00,,,,,
,Dinner,18,$657.00,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$13.69,,,,,
,Cash Adjustments,,-$0.30,,,,,
,Cash before Tipouts,,$13.39,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$158.98,,,,,
,Total Cash,,$13.39,,,,,
