Sales Summary Export,,,,,,,Generated 5/19/23 8:31 PM,
2/5/23 - 2/5/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,265.74",$58.02,$0.00,$264.10,$500.00,"$3,087.86",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,136,138,143.36,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,101,2472.35,264.1,0,0.107153869873574,,2736.45
,Gift Card,19,133,0,0,0,,133
,Cash,20,218.41,0,0,0,,218.41
,Other,,,,,,,
,Total,140,2823.76,264.1,0,0.101582783622132,,3087.86
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,386.3,18.4,0,0.0480417754569191,,404.7
,Mastercard,32,637.32,80.24,0,0.126197253982983,,717.56
,Visa,61,1448.73,165.46,0,0.114437873914998,,1614.19
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,42,67,420,64.68,355.32,0,
,Breakfast Pastry,69,142,742,41.48,700.52,0,
,Breakfast Sandwiches,18,29,404,0,404,24.24,
,Cakes,1,1,30,13.17,16.83,0,
,Catering,,,,,,,
,Coffee Bar,44,64,282.6,9.58,273.02,16.02,
,Cold Drinks,8,8,35.5,0,35.5,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",32,49,199,14.45,184.55,0,
,Hot Sandwiches,11,19,296,0,296,17.76,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2409.1,143.36,2265.74,58.02 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,6,16,170.45,0,170.45,8.25,
,No Revenue Center,128,363,2238.65,143.36,2095.29,49.77,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,26,631.85,,,,,
,Takeout,112,1633.89,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,58.02,967.02,,,,
,Non Taxable,119,,1298.72,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,16,,,,,
,Rebel Bread Club Loaf,16,40.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,31,,,,,
,Reward Dollars,5,50.86,,,,,
,Shift Meal,1,5,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,58,$952.95,,,,,
,Lunch,75,"$1,235.29",,,,,
,No Service,5,$77.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$67.00,2,7,3.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$218.41,,,,,
,Cash Adjustments,,$1.95,,,,,
,Cash before Tipouts,,$220.36,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$264.10,,,,,
,Total Cash,,$220.36,,,,,
