Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:15 PM,Unnamed: 8
2/10/23 - 2/10/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,766.90",$161.95,$0.00,$472.73,$100.00,"$3,501.58",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,79,67,153.1,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,59,2859.08,472.73,0,0.17400890786616116,,3331.81
,Gift Card,3,59,0,0,0,,59
,Cash,5,110.77,0,0,0,,110.77
,Other,,,,,,,
,Total,67,3028.85,472.73,0,0.1704944638799726,,3501.58
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,604.56,73.45,0,0.12751736111111112,,678.01
,Discover,3,94.1,15.75,0,0.17696629213483145,,109.85
,Mastercard,14,698.14,122.08,0,0.18202964244177378,,820.22
,Visa,35,1462.28,261.45,0,0.18931385043155882,,1723.73
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,8,11,74,6,68,0,
,Desserts,2,2,24,1.2,22.8,1.37,
,Grab and Go Bar,,,,,,,
,Cold Drinks,10,11,47,0.4,46.6,2.8,
,Coffee Bar,3,4,15.5,0,15.5,0.93,
,Zero Proof- Bar,1,3,31,0,31,1.86,
,Entrees,,,,,,,
,Starters,25,41,448,19.7,428.3,25.7,
,White Wine,7,9,129,2.4,126.6,7.6,
,Red Wine,5,6,124,0,124,7.44,
,Beer,15,22,121,0,121,7.26,
,Spirits,15,28,449,0,449,26.94,
,Salads,17,19,283,15.4,267.6,16.06,
,Pasta,12,16,323,29,294,17.64,
,Pizza,27,30,851.5,79,772.5,46.35,
,No Category,0,,,,0,0,
,Total,,,2920,153.1,2766.9,161.95 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,25,98,1355.5,0,1355.5,81.33,
,Bar,13,47,747.5,82.1,665.4,39.94,
,Online Ordering,6,14,305,0,305,18.3,
,No Revenue Center,22,43,512,71,441,22.38,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,55,2200.9,,,,,
,Takeout,6,305,,,,,
,Take Out,6,261,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,161.95,2698.9,,,,
,Non Taxable,11,,68,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,3,6,,,,,
,Comp Item,3,69,,,,,
,Mistake Discount,1,2.8,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,1,10.3,,,,,
,Shift Meal,1,65,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,22,$647.50,,,,,
,Dinner,43,"$2,089.40",,,,,
,No Service,2,$30.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$17.00,2,2,0.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$110.77,,,,,
,Cash Adjustments,,-$0.10,,,,,
,Cash before Tipouts,,$110.67,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$472.73,,,,,
,Total Cash,,$110.67,,,,,
