Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:40 PM,Unnamed: 8
3/10/23 - 3/10/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,791.15",$107.46,$0.00,$328.41,$0.00,"$2,227.02",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,34,33,18.6,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,35,1803.21,323.81,0,0.189945739844552,,2127.02
,Gift Card,1,95.4,4.6,0,0.05111111111111111,,100
,Cash,,,,,,,
,Other,,,,,,,
,Total,36,1898.61,328.41,0,0.18298370246552445,,2227.02
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,147.34,26.94,0,0.19381294964028778,,174.28
,Discover,1,103.88,24.5,0,0.25,,128.38
,Mastercard,17,826.53,131.57,0,0.16873356845142673,,958.1
,Visa,13,725.46,140.8,0,0.2046511627906977,,866.26
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,8,17,525,0,525,31.5,
,Breads,,,,,,,
,Desserts,5,5,60,0,60,3.6,
,Grab and Go Bar,,,,,,,
,Cold Drinks,4,4,20,0,20,1.2,
,Coffee Bar,1,2,8.25,0,8.25,0.49,
,Zero Proof- Bar,,,,,,,
,Entrees,2,2,58,0,58,3.48,
,Starters,8,13,130,3.6,126.4,7.58,
,White Wine,2,3,36,0,36,2.16,
,Red Wine,6,8,113,0,113,6.78,
,Beer,12,28,164,0,164,9.84,
,Spirits,1,4,60,0,60,3.6,
,Salads,8,8,115,0,115,6.9,
,Pasta,7,8,127,15,112,6.72,
,Pizza,11,14,393.5,0,393.5,23.61,
,No Category,0,,,,0,0,
,Total,,,1809.75,18.6,1791.15,107.46 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,13,56,768.25,0,768.25,46.09,
,Bar,11,43,756,0,756,45.36,
,Online Ordering,3,8,123.5,0,123.5,7.41,
,No Revenue Center,6,9,162,18.6,143.4,8.6,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,28,1579.65,,,,,
,Takeout,3,123.5,,,,,
,Take Out,2,88,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,107.46,1791.15,,,,
,Non Taxable,1,,0,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,15,,,,,
,Team 20%,1,3.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$226.40,,,,,
,Dinner,27,"$1,564.75",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$96.00,4,9,5.4%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$328.41,,,,,
,Total Cash,,$0.00,,,,,
