Sales Summary Export,,,,,,,Generated 5/17/23 8:17 PM,
5/4/23 - 5/4/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,513.77",$24.62,$0.00,$131.39,$500.00,"$3,169.78",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,111,120,297.91,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,60,1726.01,137.99,0,0.0782699943278503,,1864
,Gift Card,34,253.39,0,0,0,,253.39
,Cash,22,212.48,0,0,0,,212.48
,Other,1,852.08,0,0,0,,852.08
,Total,117,3043.96,137.99,0,0.0481123260160107,,3181.95
,,,,,,,,
,Credit Types,,,,,,,
,Amex,9,414.19,33.4,0,0.0819631901840491,,447.59
,Discover,2,22.02,3.21,0,0.14965034965035,,25.23
,Mastercard,19,481.85,60.96,0,0.126093701520323,,542.81
,Visa,30,807.95,40.42,0,0.0475193980719492,,848.37
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,852.08,0,0,0,,852.08
,,,,,,,,
,,,,,,,Paid In Total,$61.44
,,,,,,,,
,,,,,,,Deposit Sales Collected,$49.27
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,299,852.08,0,852.08,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,46,126,783,70.77,712.23,0,
,"Cookies, Bars & Tarts",17,30,152,27.3,124.7,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,6,8,116,14,102,6.12,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,12,16,214,13,201,12.06,
,Cold Drinks,6,7,35.2,0,35.2,0.92,
,Catering,,,,,,,
,Coffee Bar,18,21,91.9,0,91.9,5.52,
,Breads,56,103,567.5,172.84,394.66,0,
,No Category,0,,,,0,0,
,Total,,,2811.68,297.91,2513.77,24.62 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,115,610,2811.68,297.91,2513.77,24.62,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,6,111.31,,,,,
,Takeout,114,2402.46,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,24.62,410.1,,,,
,Non Taxable,105,,2103.67,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,15,32,,,,,
,Rebel Bread,22,59.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,50,,,,,
,Pastry Waste,1,26,,,,,
,Reward Dollars,7,83.81,,,,,
,Shift Meal,1,43,,,,,
,Team 20%,1,3.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,118,"$1,654.19",,,,,
,No Service,2,$859.58,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$24.00,1,3,1.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$212.48,,,,,
,Cash Adjustments,,$5.45,,,,,
,Cash before Tipouts,,$217.93,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$137.99,,,,,
,Total Cash,,$217.93,,,,,
