Sales Summary Export,,,,,,,Generated 5/19/23 8:31 PM,
2/5/23 - 2/5/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,190.52",$12.74,$0.00,$175.98,$300.00,"$2,679.24",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,91,99,251.97,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,64,1637.49,161.93,0,0.0951365388230871,,1799.42
,Gift Card,22,155,0,0,0,,155
,Cash,11,125.41,0,0,0,,125.41
,Other,1,497.14,0,0,0,,497.14
,Total,98,2415.04,161.93,0,0.0687828665120507,,2576.97
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,230.22,19.9,0,0.0866158868335147,,250.12
,Mastercard,25,516.69,34.11,0,0.0622558861106041,,550.8
,Visa,32,890.58,107.92,0,0.116742208712396,,998.5
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,497.14,0,0,0,,497.14
,,,,,,,,
,,,,,,,Paid In Total,$5.48
,,,,,,,,
,,,,,,,Deposit Sales Collected,$107.75
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,7,0,0,
,Wholesale,1,153,497.14,0,497.14,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,46,139,725,78.16,646.84,0,
,"Cookies, Bars & Tarts",21,52,229,33.45,195.55,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,4,6,92,16,76,3.6,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,13,17,235,20.92,214.08,0,
,Cold Drinks,3,5,21.4,0,21.4,0,
,Catering,,,,,,,
,Coffee Bar,23,31,153.45,0.89,152.56,9.14,
,Breads,51,89,482.5,95.55,386.95,0,
,No Category,0,,,,0,0,
,Total,,,2442.49,251.97,2190.52,12.74 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,98,493,2442.49,251.97,2190.52,12.74,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,22,599.68,,,,,
,Takeout,77,1590.84,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.74,212.56,,,,
,Non Taxable,93,,1977.96,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,12,32,,,,,
,Rebel Bread,15,39,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,1.44,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,14,,,,,
,Pastry Waste,1,66,,,,,
,Reward Dollars,6,55.03,,,,,
,Shift Meal,1,33.5,,,,,
,Team 20%,1,1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,98,"$1,693.38",,,,,
,No Service,1,$497.14,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$12.00,2,3,0.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$125.41,,,,,
,Cash Adjustments,,-$0.01,,,,,
,Cash before Tipouts,,$125.40,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$161.93,,,,,
,Total Cash,,$125.40,,,,,
