Sales Summary Export,,,,,,,Generated 5/17/23 8:17 PM,
5/4/23 - 5/4/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,112.03",$53.64,$0.00,$183.16,$520.00,"$2,868.83",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,130,132,331.32,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,83,2132.09,187.21,0,0.0880689836855277,,2319.3
,Gift Card,16,112.5,0,0,0,,112.5
,Cash,27,458.47,0,0,0,,458.47
,Other,,,,,,,
,Total,126,2703.06,187.21,0,0.0836561878588824,,2890.27
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,84.19,11.9,0,0.147826086956522,,96.09
,Mastercard,30,670.25,60.86,0,0.0892807370135109,,731.11
,Visa,48,1377.65,114.45,0,0.0839353159033406,,1492.1
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$21.44
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,43,74,461,84.5,376.5,0,
,Breakfast Pastry,53,122,768,138.17,629.83,0,
,Breakfast Sandwiches,13,14,189,14,175,10.5,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,34,42,202.75,26.75,176,10.56,
,Cold Drinks,20,23,123.6,18,105.6,5.28,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",18,38,198,4,194,0,
,Hot Sandwiches,12,13,202,27.9,174.1,10.44,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,2,2,24,0,24,1.44,
,White Wine,2,2,24,0,24,1.44,
,Beer,,,,,,,
,Salads,4,5,37,0,37,2.22,
,Toasts & Tartines,8,8,115,18,97,5.82,
,Pizza,3,3,99,0,99,5.94,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2443.35,331.32,2112.03,53.64 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,6,17,176,0,176,5.76,
,No Revenue Center,122,329,2267.35,331.32,1936.03,47.88,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,31,704.48,,,,,
,Future Order,6,176,,,,,
,Takeout,95,1231.55,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,53.64,893.7,,,,
,Non Taxable,99,,1218.33,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,12,,,,,
,Rebel Bread,12,31,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,30,,,,,
,Comp Check,1,20,,,,,
,Pastry Waste,1,101,,,,,
,Reward Dollars,8,67.82,,,,,
,Shift Meal,1,59,,,,,
,Teachers 20%,1,2.7,,,,,
,Team 20%,1,2.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,132,"$2,112.03",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$16.00,1,1,0.8%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$458.47,,,,,
,Cash Adjustments,,-$4.79,,,,,
,Cash before Tipouts,,$453.68,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$187.21,,,,,
,Total Cash,,$453.68,,,,,
