Sales Summary Export,,,,,,,Generated 5/19/23 6:47 PM,
1/21/23 - 1/21/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,237.48",$12.71,$0.00,$146.48,$700.00,"$3,096.67",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,132,135,579.9,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,78,2000.77,156.63,0,0.0785246608444547,-10,2147.4
,Gift Card,43,374.5,0,0,0,,374.5
,Cash,17,208.64,0,0,0,,208.64
,Other,1,489.83,0,0,0,,489.83
,Total,139,3073.74,156.63,0,0.0547850814448459,-10,3220.37
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,75,5.7,0,0.076,,80.7
,Discover,3,41.73,4.86,0,0.119852034525277,,46.59
,Mastercard,20,482.66,32.96,0,0.0675756022552537,,515.62
,Visa,49,1401.38,113.11,0,0.0812945607175713,-10,1504.49
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,489.83,0,0,0,,489.83
,,,,,,,,
,,,,,,,Paid In Total,$123.70
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0,
,Wholesale,1,252,489.83,0,489.83,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,54,130,703,129.09,573.91,0,
,"Cookies, Bars & Tarts",28,63,283,0.6,282.4,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,11,166,44,122,7.32,
,Cold Sandwiches,1,1,14,0,14,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,3,5,74,4.21,69.79,0,
,Cold Drinks,2,2,8.2,0,8.2,0,
,Catering,,,,,,,
,Coffee Bar,16,21,89.85,0,89.85,5.39,
,Breads,62,141,992.5,402,580.5,0,
,No Category,0,,,,0,0,
,Total,,,2827.38,579.9,2237.48,12.71 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,127,627,2827.38,579.9,2237.48,12.71,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,11,158.2,,,,,
,Takeout,124,2079.28,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.71,211.85,,,,
,Non Taxable,121,,2035.63,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,26,,,,,
,Rebel Bread,41,115,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,1,1.1,,,,,
,Bread Waste,1,241,,,,,
,Pastry Waste,1,77,,,,,
,Reward Dollars,4,65.8,,,,,
,Shift Meal,1,54,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,133,"$1,737.65",,,,,
,No Service,2,$499.83,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$87.00,2,16,3.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$208.64,,,,,
,Cash Adjustments,,-$0.10,,,,,
,Cash before Tipouts,,$208.54,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$156.63,,,,,
,Total Cash,,$208.54,,,,,
