Sales Summary Export,,,,,,,Generated 5/19/23 8:27 PM,
1/27/23 - 1/27/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,783.78",$4.10,$0.00,$78.98,$400.00,"$2,266.86",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,103,108,377.9,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,49,1212.84,96.18,0,0.0779195528010694,,1309.02
,Gift Card,34,265.5,0,0,0,,265.5
,Cash,23,185.31,0,0,0,,185.31
,Other,1,625.23,0,0,0,,625.23
,Total,107,2288.88,96.18,0,0.0452594725845615,,2385.06
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,23,3.2,0,0.139130434782609,,26.2
,Discover,2,56.37,10,0,0.178731009830206,,66.37
,Mastercard,22,661.09,49.29,0,0.0732120311919792,,710.38
,Visa,23,472.38,33.69,0,0.0698745203774759,,506.07
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,625.23,0,0,0,,625.23
,,,,,,,,
,,,,,,,Paid In Total,$142.20
,,,,,,,,
,,,,,,,Deposit Sales Collected,$24.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0,
,Wholesale,1,350,625.23,0,625.23,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,43,103,537,107.48,429.52,0,
,"Cookies, Bars & Tarts",11,21,83,0.6,82.4,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,3,47,15,32,1.92,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,6,6,82,0,82,0,
,Cold Drinks,1,1,4.1,0,4.1,0,
,Catering,,,,,,,
,Coffee Bar,7,7,36.35,0,36.35,2.18,
,Breads,55,115,740,254.82,485.18,0,
,No Category,0,,,,0,0,
,Total,,,2161.68,377.9,1783.78,4.10 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,102,607,2161.68,377.9,1783.78,4.1,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,12,235.45,,,,,
,Takeout,96,1548.33,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,4.1,68.35,,,,
,Non Taxable,98,,1715.43,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,11,26,,,,,
,Rebel Bread,25,63.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Active Service 20%,1,1.2,,,,,
,Bread Waste,1,148,,,,,
,Pastry Waste,1,84,,,,,
,Reward Dollars,4,40.2,,,,,
,Shift Meal,1,15,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,105,"$1,153.55",,,,,
,No Service,3,$630.23,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$169.00,3,18,9.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$185.31,,,,,
,Cash Adjustments,,$0.33,,,,,
,Cash before Tipouts,,$185.64,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$96.18,,,,,
,Total Cash,,$185.64,,,,,
