Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:14 PM,Unnamed: 8
2/8/23 - 2/8/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,909.59",$43.28,$0.00,$241.77,$515.00,"$2,709.64",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,132,134,204.06,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,87,1987.52,241.77,0,0.12215850238738853,,2229.29
,Gift Card,22,167,0,0,0,,167
,Cash,25,313.35,0,0,0,,313.35
,Other,,,,,,,
,Total,134,2467.87,241.77,0,0.11265289005894276,,2709.64
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,91.79,11.03,0,0.11007984031936127,,102.82
,Discover,2,39.37,4.59,0,0.12063074901445467,,43.96
,Mastercard,29,618.03,73.47,0,0.11965798045602606,,691.5
,Visa,51,1238.33,152.68,0,0.12444371994457576,,1391.01
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,47,77,433.5,77,356.5,0,
,Breakfast Pastry,67,136,703,93.99,609.01,0,
,Breakfast Sandwiches,16,21,298,18.2,279.8,16.79,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,34,39,158.15,4.37,153.78,8.85,
,Cold Drinks,14,16,71,9.1,61.9,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",22,42,156,1.4,154.6,0,
,Hot Sandwiches,14,19,294,0,294,17.64,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2113.65,204.06,1909.59,43.28 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,4,9,100,0,100,5.1,
,No Revenue Center,127,341,2013.65,204.06,1809.59,38.18,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,31,697.3,,,,,
,Takeout,103,1212.29,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,43.28,721.58,,,,
,Non Taxable,120,,1188.01,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,20,,,,,
,Rebel Bread,13,33,,,,,
,Team Dining - Off Shift,1,1.4,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,24,,,,,
,Pastry Waste,1,70,,,,,
,Reward Dollars,3,23.56,,,,,
,Shift Meal,1,27.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,46,$566.73,,,,,
,Dinner,4,$39.00,,,,,
,Lunch,76,"$1,159.76",,,,,
,No Service,8,$144.10,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$313.35,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$313.35,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$241.77,,,,,
,Total Cash,,$313.35,,,,,
