Sales Summary Export,,,,,,,Generated 5/19/23 8:26 PM,
1/26/23 - 1/26/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,766.25",$37.19,$0.00,$181.97,$475.00,"$2,460.41",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,120,124,193.6,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,74,1498.39,163.97,0,0.111469146629141,,1662.36
,Gift Card,17,163.5,0,0,0,,163.5
,Cash,30,351.96,0,0,0,,351.96
,Other,2,125,0,0,0,,125
,Total,123,2138.85,163.97,0,0.0932097888184635,,2302.82
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,27.42,4.43,0,0.164074074074074,,31.85
,Discover,2,30.18,3,0,0.1,,33.18
,Mastercard,32,517.89,70.15,0,0.13851317997828,,588.04
,Visa,38,922.9,86.39,0,0.0951913965224673,,1009.29
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Check,1,100,0,0,0,,100
,Gift Certificate (Paper),1,25,0,0,0,,25
,,,,,,,,
,,,,,,,Paid In Total,$36.01
,,,,,,,,
,,,,,,,Deposit Sales Collected,$193.60
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,37,60,357,36.5,320.5,0,
,Breakfast Pastry,67,136,701,93,608,0,
,Breakfast Sandwiches,13,17,245,28,217,13.02,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,35,42,202.25,0,202.25,12.11,
,Cold Drinks,7,7,29.6,4.1,25.5,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",26,50,192,0,192,0,
,Hot Sandwiches,13,15,233,32,201,12.06,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1959.85,193.6,1766.25,37.19 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,4,36,194,0,194,4.5,
,No Revenue Center,112,291,1765.85,193.6,1572.25,32.69,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,34,542.55,,,,,
,Takeout,90,1223.7,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,37.19,620.25,,,,
,Non Taxable,101,,1146,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,4,10,,,,,
,Big Mistake Discound,1,6,,,,,
,Rebel Bread Club Loaf,8,20.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,82,,,,,
,Shift Meal,1,75.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,55,$785.70,,,,,
,Lunch,55,$762.55,,,,,
,No Service,14,$218.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$4.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$351.96,,,,,
,Cash Adjustments,,$5.58,,,,,
,Cash before Tipouts,,$357.54,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$163.97,,,,,
,Total Cash,,$357.54,,,,,
