Sales Summary Export,,,,,,,Generated 5/19/23 6:47 PM,
1/20/23 - 1/20/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,228.16",$20.00,$0.00,$132.82,$20.00,"$2,400.98",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,102,107,806.54,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,60,1118.16,137.01,0,0.113409485969705,,1255.17
,Gift Card,20,149.75,0,0,0,,149.75
,Cash,22,278.9,0,0,0,,278.9
,Other,1,651.5,0,0,0,,651.5
,Total,103,2198.31,137.01,0,0.0681862293776595,,2335.32
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,56.42,7.84,0,0.122023346303502,,64.26
,Discover,3,46.86,3.17,0,0.0697469746974697,,50.03
,Mastercard,18,302.03,34.42,0,0.110003195909236,,336.45
,Visa,36,712.85,91.58,0,0.116588160407384,,804.43
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,651.5,0,0,0,,651.5
,,,,,,,,
,,,,,,,Paid In Total,$42.10
,,,,,,,,
,,,,,,,Deposit Sales Collected,$107.76
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,5,5,62,18.33,43.67,0,
,Wholesale,1,275,651.5,0,651.5,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,46,105,570,102.97,467.03,0,
,"Cookies, Bars & Tarts",27,54,240,24.82,215.18,0,
,Cakes,1,1,12,0,12,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,9,15,233,3,230,13.8,
,Cold Sandwiches,1,2,26,26,0,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,12,15,187,54.31,132.69,0,
,Cold Drinks,5,6,28.8,5.05,23.75,0.09,
,Catering,,,,,,,
,Coffee Bar,18,21,106.4,5.06,101.34,6.11,
,Breads,40,130,918,567,351,0,
,No Category,0,,,,0,0,
,Total,,,3034.7,806.54,2228.16,20.00 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,107,629,3034.7,806.54,2228.16,20,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,17,328.53,,,,,
,Takeout,90,1899.63,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,20,332.79,,,,
,Non Taxable,102,,1895.37,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,28,,,,,
,Rebel Bread,16,41,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,20% - Teachers,1,8.1,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,498,,,,,
,Food Waste,1,32,,,,,
,Pastry Waste,1,74,,,,,
,Reward Dollars,8,80.44,,,,,
,Shift Meal,1,34,,,,,
,Veterans 20%,1,6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,105,"$1,576.66",,,,,
,No Service,2,$651.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$11.00,1,2,0.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$278.90,,,,,
,Cash Adjustments,,$0.46,,,,,
,Cash before Tipouts,,$279.36,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$137.01,,,,,
,Total Cash,,$279.36,,,,,
